Source,Target,Type,id,label,timeset,weight
pragmactivist,LUCHA_AZ,Directed,55974,,,1.0
pragmactivist,fightfor15,Directed,55996,,,2.0
pragmactivist,ChrisJZullo,Directed,55999,,,2.0
pragmactivist,chifightfor15,Directed,56007,,,1.0
pragmactivist,TheNewDeal,Directed,56013,,,1.0
pragmactivist,UR_Ninja,Directed,56016,,,1.0
pragmactivist,FightFor15,Directed,56027,,,1.0
pragmactivist,32BJSEIU,Directed,56030,,,1.0
pragmactivist,FightFor15PA,Directed,56035,,,1.0
pragmactivist,afarnitano,Directed,56038,,,1.0
seiufl,figue32bj,Directed,56415,,,1.0
fightfor15,figue32bj,Directed,56433,,,2.0
GoodAirports,GoodAirports,Directed,56488,,,2.0
People4Bernie,LUCHA_AZ,Directed,56514,,,1.0
People4Bernie,TheNewThinker,Directed,56518,,,1.0
Detroit_15,FF15ChildCare,Directed,56559,,,1.0
fightfor15,PghUNITED,Directed,56806,,,1.0
nychange,MarkRuffalo,Directed,56859,,,1.0
figue32bj,BernieCrats1,Directed,56865,,,1.0
fightfor15,MarkRuffalo,Directed,56871,,,1.0
SEIU,AriseChicago,Directed,56918,,,1.0
LeahRBoss,LawlessPirate,Directed,56941,,,1.0
figue32bj,FightFor15PA,Directed,57002,,,1.0
fightfor15,AriseChicago,Directed,57018,,,1.0
PLANevada,MarkRuffalo,Directed,57019,,,1.0
SEIU,NicholsUprising,Directed,57037,,,1.0
fightfor15,NicholsUprising,Directed,57107,,,1.0
People4Bernie,AriseChicago,Directed,57161,,,1.0
SEIU,fightfor15,Directed,57173,,,2.0
MaryKayHenry,fightfor15,Directed,57199,,,2.0
CommsUnited,AriseChicago,Directed,57246,,,1.0
seiufl,aMustReid,Directed,57252,,,2.0
seiufl,AriseChicago,Directed,57263,,,1.0
seiufl,chifightfor15,Directed,57274,,,1.0
GoodAirports,FF15ChildCare,Directed,57280,,,1.0
seiufl,BenSpielberg,Directed,57409,,,1.0
scapelliti,Show_Me15,Directed,57461,,,1.0
scapelliti,RaiseUpfor15,Directed,57561,,,1.0
scapelliti,BernieCrats1,Directed,57643,,,1.0
LUCHA_AZ,Show_Me15,Directed,57888,,,1.0
LUCHA_AZ,fightfor15mass,Directed,57916,,,1.0
LUCHA_AZ,fightfor15,Directed,57921,,,1.0
LUCHA_AZ,FightFor15FL,Directed,57934,,,1.0
fightfor15mass,GoodAirports,Directed,57953,,,1.0
Show_Me15,GoodAirports,Directed,57992,,,1.0
RaiseUpMA,BenSpielberg,Directed,58051,,,1.0
People4Bernie,fightfor15texas,Directed,58055,,,1.0
SEIULocal1,Show_Me15,Directed,58130,,,1.0
SEIU,CommsUnited,Directed,58296,,,1.0
RobinHoodTax,fightfor15,Directed,58310,,,3.0
RobinHoodTax,FF15ChildCare,Directed,58315,,,1.0
MaryKayHenry,CommsUnited,Directed,58537,,,1.0
MaryKayHenry,GoodAirports,Directed,58545,,,1.0
fightfor15mass,JamieEldridgeMA,Directed,58571,,,1.0
People4Bernie,RaiseUpfor15,Directed,58594,,,4.0
People4Bernie,TheNewDeal,Directed,58612,,,1.0
fightfor15,CommsUnited,Directed,58641,,,1.0
fightfor15mass,Shelly_Ruzicka,Directed,58676,,,1.0
RaiseUpMA,JamieEldridgeMA,Directed,58687,,,1.0
fightfor15,Shelly_Ruzicka,Directed,58691,,,1.0
GoodAirports,masseydaniel,Directed,58706,,,1.0
RaiseUpfor15,FastFoodForward,Directed,58708,,,1.0
chifightfor15,CommsUnited,Directed,58765,,,1.0
People4Bernie,masseydaniel,Directed,58826,,,2.0
Show_Me15,Show_Me15,Directed,58836,,,2.0
AriseChicago,chifightfor15,Directed,58861,,,1.0
People4Bernie,UR_Ninja,Directed,58878,,,1.0
People4Bernie,32BJSEIU,Directed,58997,,,1.0
nychange,masseydaniel,Directed,59018,,,1.0
nychange,FastFoodForward,Directed,59045,,,1.0
32BJSEIU,FastFoodForward,Directed,59122,,,9.0
GoodAirports,FastFoodForward,Directed,59223,,,1.0
GoodAirports,fightfor15mass,Directed,59313,,,1.0
SEIU,FastFoodForward,Directed,59364,,,1.0
32BJSEIU,BenSpielberg,Directed,59401,,,1.0
32BJSEIU,fightfor15mass,Directed,59413,,,1.0
32BJSEIU,figue32bj,Directed,59449,,,1.0
FF15ChildCare,RaiseUpMA,Directed,59517,,,1.0
NelpNews,figue32bj,Directed,59522,,,1.0
NelpNews,fightfor15,Directed,59535,,,1.0
JamieEldridgeMA,RaiseUpMA,Directed,59565,,,2.0
bradlander,bradlander,Directed,59574,,,1.0
SEIU,FightFor15PA,Directed,59591,,,1.0
SEIU,Detroit_15,Directed,59676,,,1.0
PghUNITED,FightFor15PA,Directed,59682,,,1.0
People4Bernie,afarnitano,Directed,59697,,,2.0
fightfor15,People4Bernie,Directed,59783,,,2.0
People4Bernie,Detroit_15,Directed,59922,,,2.0
SEIU,fightfor15mass,Directed,59983,,,1.0
People4Bernie,bradlander,Directed,60147,,,1.0
nychange,32BJSEIU,Directed,60167,,,1.0
32BJSEIU,FightFor15PA,Directed,60266,,,1.0
fightfor15,RobinHoodTax,Directed,60267,,,1.0
FightFor15PA,32BJSEIU,Directed,60275,,,1.0
MaryKayHenry,Detroit_15,Directed,60307,,,1.0
fightfor15,RaiseUpMA,Directed,60317,,,1.0
bradlander,FastFoodForward,Directed,60350,,,2.0
DemSocialists,32BJSEIU,Directed,60398,,,2.0
MaryKayHenry,fightfor15mass,Directed,60429,,,1.0
People4Bernie,fightfor15mass,Directed,60512,,,1.0
FightFor15PA,BenSpielberg,Directed,60524,,,1.0
GoodAirports,SEIU,Directed,60643,,,1.0
fightfor15mass,BenSpielberg,Directed,60704,,,1.0
fightfor15,BenSpielberg,Directed,60709,,,1.0
People4Bernie,FightFor15,Directed,60723,,,1.0
People4Bernie,BenSpielberg,Directed,60738,,,1.0
FastFoodForward,bradlander,Directed,60756,,,1.0
seiufl,fightfor15texas,Directed,60770,,,1.0
FightFor15FL,chifightfor15,Directed,61137,,,1.0
LUCHA_AZ,RaiseUpfor15,Directed,61427,,,1.0
LUCHA_AZ,chifightfor15,Directed,61448,,,1.0
nychange,chifightfor15,Directed,62051,,,1.0
Detroit_15,FastFoodForward,Directed,62263,,,1.0
FastFoodForward,chifightfor15,Directed,62375,,,1.0
fightfor15,OccupyWallStNYC,Directed,62484,,,1.0
standup_kc,FightFor15FL,Directed,62558,,,1.0
BenSpielberg,fightfor15,Directed,62748,,,1.0
15andaUnion,Show_Me15,Directed,62854,,,1.0
fightfor15,squidartdotcom,Directed,63423,,,2.0
15andaUnion,Fightfor15LA,Directed,63522,,,1.0
Fightfor15LA,squidartdotcom,Directed,63538,,,2.0
FightFor15PA,ATLRaiseUp,Directed,63542,,,1.0
scapelliti,squidartdotcom,Directed,63892,,,3.0
fightfor15,scapelliti,Directed,64026,,,1.0
aequitas1500,Show_Me15,Directed,64038,,,1.0
squidartdotcom,scapelliti,Directed,64039,,,2.0
People4Bernie,squidartdotcom,Directed,64048,,,2.0
FastFoodForward,squidartdotcom,Directed,64057,,,1.0
fightfor15,RoseAnnDeMoro,Directed,64094,,,1.0
FastFoodForward,fightfor15texas,Directed,64221,,,1.0
fightfor15mass,fightfor15texas,Directed,64224,,,1.0
BenSpielberg,Show_Me15,Directed,64235,,,1.0
FightFor15PA,Fightfor15LA,Directed,64257,,,1.0
chifightfor15,SEIULocal1,Directed,64447,,,1.0
PLANevada,fightfor15,Directed,64542,,,1.0
squidartdotcom,Fightfor15LA,Directed,64923,,,1.0
PLANevada,sierraclub,Directed,65194,,,1.0
chifightfor15,OccupyWallStNYC,Directed,65384,,,1.0
Show_Me15,democracynow,Directed,65395,,,1.0
scapelliti,Fightfor15LA,Directed,65420,,,1.0
FF15ChildCare,FastFoodForward,Directed,65505,,,1.0
