Source,Target,Type,id,label,timeset,weight
emanuelabarazia,DerenicByrd,Directed,11433,,,1.0
dustyspark,BLACKFLAGchi,Directed,11434,,,1.0
Kheldarn,MattWalshBlog,Directed,11435,,,1.0
MShippie1023,JacquesLoveall,Directed,11436,,,1.0
PappaBunny,larryelder,Directed,11437,,,1.0
ugetmade,Show_Me15,Directed,11438,,,2.0
AdamMacFeat,larryelder,Directed,11439,,,1.0
BDrwenski,larryelder,Directed,11440,,,1.0
sonofconotton2,TheMarkRomano,Directed,11441,,,1.0
HumiennyPam,RoseAnnDeMoro,Directed,11442,,,1.0
Mickey_Itchi,LUCHA_AZ,Directed,11443,,,1.0
mp3michael,larryelder,Directed,11444,,,1.0
sillydetails,SenSanders,Directed,11445,,,1.0
lcdistrict,fightfor15,Directed,11446,,,1.0
SuzetteLT,RevDrBarber,Directed,11447,,,1.0
cynstom,UAW,Directed,11448,,,1.0
stevewfolds,fightfor15,Directed,11449,,,1.0
HumiennyPam,standup_kc,Directed,11450,,,1.0
DebraMMason1,larryelder,Directed,11451,,,1.0
HumiennyPam,Show_Me15,Directed,11452,,,1.0
johnscotthowell,larryelder,Directed,11453,,,1.0
PDiddie,greenhousenyt,Directed,11454,,,1.0
heroComplex,larryelder,Directed,11455,,,1.0
MarathonerNYC,larryelder,Directed,11456,,,1.0
martinperna,jasiri_x,Directed,11457,,,2.0
mwitticg,ScotsFyre,Directed,11458,,,1.0
utbrp,RevDrBarber,Directed,11459,,,1.0
WHilsbos,1alyssakang,Directed,11461,,,1.0
keck1157,larryelder,Directed,11462,,,1.0
wojo7s,GatorsEite23,Directed,11463,,,1.0
nathangilbert,SenSanders,Directed,11464,,,1.0
OccupyYourSpace,GatorsEite23,Directed,11465,,,1.0
wontbleftbhind,larryelder,Directed,11466,,,1.0
patty_restaino,larryelder,Directed,11467,,,1.0
KTownSaint,larryelder,Directed,11468,,,1.0
joyemail88,ArabsForBernie,Directed,11469,,,1.0
lakesideliberal,fightfor15,Directed,11470,,,1.0
twtryon,MooreResolute,Directed,11471,,,1.0
GeeBrunswick,jasiri_x,Directed,11472,,,1.0
doresmom,larryelder,Directed,11473,,,1.0
mprice0017,fightfor15,Directed,11474,,,1.0
TGBED8v8,larryelder,Directed,11475,,,1.0
ajmatschiner,BaltimoreBrew,Directed,11476,,,1.0
therealbakari,jasiri_x,Directed,11477,,,2.0
RapSessions,jasiri_x,Directed,11478,,,2.0
pambnme,DerrickQLewis,Directed,11479,,,1.0
mariadpfeifer,SenSanders,Directed,11480,,,1.0
johannaberg,RevDrBarber,Directed,11483,,,1.0
RodgerClark66,Tim_Canova,Directed,11484,,,1.0
Juicifer666,larryelder,Directed,11485,,,1.0
mariadpfeifer,fightfor15,Directed,11486,,,1.0
favoritemouse,DerrickQLewis,Directed,11487,,,1.0
JRobGOTV,RevDrBarber,Directed,11488,,,1.0
hillmartter,SenSanders,Directed,11489,,,1.0
HambySr,larryelder,Directed,11490,,,1.0
Tomjr78,larryelder,Directed,11491,,,1.0
RealistCanady,SenSanders,Directed,11492,,,1.0
AdmiralMemo,EconomicPolicy,Directed,11493,,,1.0
LCascarella,larryelder,Directed,11494,,,1.0
figue32bj,UniteUnion,Directed,11495,,,1.0
anarchivist,RevDrBarber,Directed,11496,,,1.0
sunflower_shelb,Show_Me15,Directed,11497,,,1.0
figue32bj,Show_Me15,Directed,11498,,,2.0
Kimmy_KimKimM,davonmagwood,Directed,11499,,,1.0
Sloan0313,DerrickQLewis,Directed,11500,,,1.0
figue32bj,RevDrBarber,Directed,11501,,,1.0
ash_keo,larryelder,Directed,11502,,,1.0
DanielBright7,SenSanders,Directed,11503,,,1.0
NateWitNoBait_,DerrickQLewis,Directed,11504,,,1.0
JeM_appelleCari,EconomicPolicy,Directed,11505,,,1.0
Sqwizzey,ResistanceParty,Directed,11506,,,1.0
UnionSarah,Teamsters,Directed,11507,,,1.0
SharpestJim,larryelder,Directed,11508,,,1.0
BurnsyMcCreery,_DavidGebhardt,Directed,11509,,,1.0
UnionSarah,ILRF,Directed,11510,,,1.0
annemariebenoit,OurRevolution2,Directed,11511,,,1.0
mike_sweeney_,larryelder,Directed,11512,,,1.0
NoneYa777,larryelder,Directed,11513,,,1.0
leebobtil,larryelder,Directed,11514,,,1.0
nvisionsunshine,EconomicPolicy,Directed,11515,,,1.0
cupcake0275,dailybitcoinews,Directed,11516,,,1.0
TEXASDENNY,larryelder,Directed,11517,,,1.0
radravenf,akdg98,Directed,11518,,,1.0
dr_teng,DavidKaib,Directed,11519,,,1.0
SapphyreBlues,larryelder,Directed,11520,,,1.0
melaniesgore,larryelder,Directed,11521,,,1.0
wolfeprowler1,ArabsForBernie,Directed,11522,,,1.0
buddy__tucker,larryelder,Directed,11523,,,1.0
dork74,RoseAnnDeMoro,Directed,11524,,,1.0
bigreenturbo,larryelder,Directed,11525,,,1.0
feliciaCeezIt,RevDrBarber,Directed,11526,,,1.0
Ripple59,larryelder,Directed,11527,,,1.0
politicques,RevDrBarber,Directed,11528,,,1.0
alinatede,GatorsEite23,Directed,11529,,,1.0
amsmadwoman,RevDrBarber,Directed,11530,,,1.0
LudwigCromwell,larryelder,Directed,11531,,,1.0
iamjfred,UAW,Directed,11532,,,1.0
2TwelveHundreds,RevDrBarber,Directed,11533,,,1.0
BV_73,larryelder,Directed,11534,,,1.0
elaxation,RevDrBarber,Directed,11535,,,1.0
traceylross,RevDrBarber,Directed,11537,,,1.0
DaLeftHook,Show_Me15,Directed,11538,,,3.0
mags1870,UNITEDWEDREAM,Directed,11539,,,1.0
TMilagro_x3,SenSanders,Directed,11540,,,1.0
stefh226,larryelder,Directed,11541,,,1.0
pahcworkers,fightfor15,Directed,11542,,,3.0
KrispyPolitics,SenWarren,Directed,11543,,,1.0
alexandermasud,larryelder,Directed,11544,,,1.0
robinne75675378,RevDrBarber,Directed,11545,,,1.0
BernCalifornia,Show_Me15,Directed,11546,,,1.0
rpone,Tim_Canova,Directed,11547,,,1.0
ladybug0501,Show_Me15,Directed,11548,,,1.0
YesWende,SenSanders,Directed,11549,,,1.0
bevschanda,SenSanders,Directed,11550,,,1.0
KayEs_isRight,larryelder,Directed,11551,,,1.0
JayRodge66,RevDrBarber,Directed,11552,,,1.0
MJqqq,amireese,Directed,11553,,,1.0
Papa_Clarke,DerrickQLewis,Directed,11554,,,1.0
MomtoWalter,larryelder,Directed,11555,,,1.0
fuegopazzo,Tim_Canova,Directed,11556,,,1.0
briansarnacki,EconomicPolicy,Directed,11557,,,1.0
ReginaPeele,RevDrBarber,Directed,11558,,,1.0
Sophie012075,scrowder,Directed,11559,,,1.0
NeonVoxel,ScotsFyre,Directed,11560,,,1.0
AmericanPlush,larryelder,Directed,11561,,,1.0
mikeconrad1,JonathanCohn,Directed,11562,,,1.0
wrighta18,larryelder,Directed,11563,,,1.0
Jacob_Labendz,JonathanCohn,Directed,11564,,,1.0
LouDavidson1,larryelder,Directed,11565,,,1.0
chris63414391,larryelder,Directed,11566,,,1.0
cevoltz,larryelder,Directed,11567,,,1.0
Forbrydelsenfan,DerrickQLewis,Directed,11568,,,2.0
tara7018,larryelder,Directed,11570,,,1.0
jasonrathod,DerrickQLewis,Directed,11571,,,1.0
grannysidney,GatorsEite23,Directed,11572,,,1.0
cheerful_woman,SenSanders,Directed,11574,,,1.0
LJB630,sierraclub,Directed,11575,,,1.0
politicques,Demos_Org,Directed,11576,,,2.0
bhestir,Jasgripper,Directed,11577,,,1.0
feliciasamuel13,RevDrBarber,Directed,11578,,,1.0
freedom11JC,SenSanders,Directed,11581,,,1.0
DaniseGerman,larryelder,Directed,11582,,,1.0
clairesnyderhal,acbowen,Directed,11583,,,1.0
terfle,RevDrBarber,Directed,11584,,,1.0
jannypie,DerrickQLewis,Directed,11586,,,1.0
tanajam,larryelder,Directed,11587,,,1.0
radio_tom,RevDrBarber,Directed,11588,,,1.0
BuckeyeinBoca,fightfor15,Directed,11589,,,1.0
BELEM909808760,Show_Me15,Directed,11590,,,1.0
PJ_Esposito,larryelder,Directed,11591,,,1.0
SoooHooked,larryelder,Directed,11592,,,1.0
rsr1424,SenSanders,Directed,11593,,,1.0
leiferikson2410,larryelder,Directed,11594,,,1.0
OQuark,Tim_Canova,Directed,11595,,,1.0
wolfeprowler1,RaiseUpfor15,Directed,11596,,,1.0
prestonlearning,fightfor15,Directed,11597,,,1.0
charlescollier,ChrisJZullo,Directed,11599,,,1.0
Renesta,larryelder,Directed,11600,,,1.0
nickytheWeasel,larryelder,Directed,11601,,,1.0
ephrancarter,SenSanders,Directed,11602,,,1.0
fondaconley14,RevDrBarber,Directed,11603,,,1.0
aaronsarver,RevDrBarber,Directed,11604,,,1.0
MAWomensCaucus,senjehlen,Directed,11605,,,1.0
grannysidney,ArabsForBernie,Directed,11606,,,1.0
aerion07,RoseAnnDeMoro,Directed,11607,,,1.0
c_mcgrath24,larryelder,Directed,11609,,,1.0
Tigergrad85,larryelder,Directed,11610,,,1.0
BuckeyeinBoca,SenWarren,Directed,11611,,,1.0
fondaconley14,Show_Me15,Directed,11612,,,1.0
fromgroundlevel,larryelder,Directed,11613,,,1.0
wyegoto,RoseAnnDeMoro,Directed,11614,,,1.0
PARSONSARTS,larryelder,Directed,11615,,,1.0
connie_andrus,TyTviewer,Directed,11616,,,1.0
uberyacht,fightfor15,Directed,11617,,,2.0
xmssweetnessx,larryelder,Directed,11618,,,1.0
supercised,EconomicPolicy,Directed,11619,,,1.0
spawn1029,ChatRevolve,Directed,11620,,,1.0
joelbnole4264,larryelder,Directed,11621,,,1.0
uberyacht,chifightfor15,Directed,11622,,,1.0
grannysidney,RaiseUpfor15,Directed,11623,,,2.0
QueenPlz,RevDrBarber,Directed,11624,,,1.0
GerryMason76,lingling23,Directed,11625,,,1.0
Glambertoo1,chifightfor15,Directed,11626,,,1.0
museisluse,larryelder,Directed,11627,,,1.0
generalstatic,larryelder,Directed,11628,,,1.0
jon55021593,ScotsFyre,Directed,11629,,,1.0
NeedToPray,larryelder,Directed,11630,,,1.0
SuckMyLEFTJuan,fightfor15,Directed,11631,,,1.0
jasonmn,scrowder,Directed,11632,,,1.0
Jerrytjohnsong3,EmilyRittman,Directed,11633,,,1.0
AngelaTange65,larryelder,Directed,11634,,,1.0
Dreamboutu36,larryelder,Directed,11635,,,1.0
JenniferinNC,CJ_DCLABOR,Directed,11636,,,1.0
tomdotjom,larryelder,Directed,11637,,,1.0
bcwilliams92,ScotsFyre,Directed,11638,,,1.0
SLYR123,larryelder,Directed,11639,,,1.0
LawDog_Emeritus,larryelder,Directed,11640,,,1.0
chaser1066,RobinHoodTax,Directed,11641,,,1.0
Sagusma,RoseAnnDeMoro,Directed,11642,,,1.0
OliMauritania,larryelder,Directed,11643,,,1.0
SocialPsychA,SenSanders,Directed,11644,,,1.0
0463diamond,larryelder,Directed,11645,,,1.0
Bernlennials,Tim_Canova,Directed,11646,,,1.0
willymaint,larryelder,Directed,11647,,,1.0
Skonialo,larryelder,Directed,11648,,,1.0
TillmanSensei,larryelder,Directed,11649,,,1.0
becchocolate,Show_Me15,Directed,11650,,,1.0
clairesnyderhal,Show_Me15,Directed,11651,,,1.0
nekagotti,akdg98,Directed,11652,,,1.0
pietraetjuliana,ATLRaiseUp,Directed,11653,,,1.0
FFL2735,larryelder,Directed,11654,,,1.0
BuckeyeinBoca,SenSanders,Directed,11655,,,3.0
Taurus14Bu,chifightfor15,Directed,11656,,,1.0
WVBFmomma,larryelder,Directed,11657,,,1.0
flatsgene,larryelder,Directed,11658,,,1.0
lenfuson,scrowder,Directed,11659,,,1.0
MuscleSherk1,larryelder,Directed,11660,,,1.0
leahm1031,cspumb,Directed,11662,,,1.0
GiveMeSprinkles,standup_kc,Directed,11663,,,1.0
TheProgrammer_,RaiseUpfor15,Directed,11664,,,1.0
Taurus14Bu,EconomicPolicy,Directed,11666,,,1.0
allman1100,jillian4council,Directed,11667,,,1.0
pietraetjuliana,chifightfor15,Directed,11668,,,1.0
AustinTX_NOW,fightfor15texas,Directed,11669,,,1.0
FredSlocombe,DerrickQLewis,Directed,11670,,,1.0
Glambertoo1,ATLRaiseUp,Directed,11671,,,2.0
allman1100,RoseAnnDeMoro,Directed,11672,,,1.0
bjmcgough,mjr9201,Directed,11673,,,1.0
georgiegirl1216,larryelder,Directed,11674,,,1.0
a_donna,NewsHour,Directed,11675,,,1.0
mattydubswack,larryelder,Directed,11676,,,1.0
a_donna,AJENews,Directed,11677,,,1.0
thelisakray,DerrickQLewis,Directed,11678,,,1.0
TheDiamonDave,SenSanders,Directed,11679,,,1.0
theoceanlawyers,RoseAnnDeMoro,Directed,11680,,,1.0
wordsmith85,NorCalFF15,Directed,11681,,,1.0
dham1189,RevDrBarber,Directed,11682,,,1.0
TheDiamonDave,ChrisJZullo,Directed,11683,,,1.0
jhs7Th,TheNewDeal,Directed,11684,,,1.0
pietraetjuliana,Show_Me15,Directed,11685,,,2.0
sparky1florida,larryelder,Directed,11686,,,1.0
marrafam,larryelder,Directed,11687,,,1.0
pietraetjuliana,Fightfor15LA,Directed,11688,,,1.0
allman1100,Show_Me15,Directed,11689,,,5.0
marydietrich01,larryelder,Directed,11690,,,1.0
donnamunday,larryelder,Directed,11691,,,1.0
pietraetjuliana,SenWarren,Directed,11692,,,1.0
AndraeJones816,KCTV5,Directed,11693,,,1.0
WinAngela,larryelder,Directed,11694,,,1.0
pietraetjuliana,GatorsEite23,Directed,11695,,,1.0
pietraetjuliana,RoseAnnDeMoro,Directed,11696,,,1.0
allman1100,standup_kc,Directed,11697,,,1.0
Diaz007,Newsweek,Directed,11698,,,1.0
camaro19don70,larryelder,Directed,11699,,,1.0
nickballs2000,larryelder,Directed,11701,,,1.0
RaiseUpfor15,DerrickQLewis,Directed,11702,,,1.0
allman1100,fightfor15mass,Directed,11703,,,1.0
jamesalbright7,larryelder,Directed,11704,,,1.0
DaleDholc,larryelder,Directed,11705,,,1.0
BeladonnaRogers,larryelder,Directed,11706,,,1.0
AmericasRachel,standup_kc,Directed,11707,,,1.0
jhs7Th,RevDrBarber,Directed,11709,,,1.0
steve78333,EconomicPolicy,Directed,11710,,,1.0
JennMJenn,larryelder,Directed,11711,,,1.0
Michell8675309,larryelder,Directed,11712,,,1.0
Dave_Judge4,SenSanders,Directed,11713,,,2.0
laurenurieee,Show_Me15,Directed,11716,,,1.0
JustifiedGaines,RevDrBarber,Directed,11717,,,1.0
ms1brinker,larryelder,Directed,11718,,,1.0
keywestcliff2,WAGNERGIRLE,Directed,11720,,,1.0
pietraetjuliana,fightfor15,Directed,11721,,,2.0
PenneyVC,larryelder,Directed,11722,,,1.0
chettayoda,RevDrBarber,Directed,11723,,,1.0
Push4Liberty,larryelder,Directed,11725,,,1.0
DustinNeubauer,larryelder,Directed,11726,,,1.0
ajbuckner85,larryelder,Directed,11727,,,1.0
2jeje,RoseAnnDeMoro,Directed,11728,,,1.0
solidadvise,RevDrBarber,Directed,11729,,,1.0
RKWM92,RevDrBarber,Directed,11730,,,1.0
Ganapatayenama,RevDrBarber,Directed,11731,,,1.0
tarikrdavis,RevDrBarber,Directed,11732,,,1.0
RaiseUpfor15,fightfor15mass,Directed,11733,,,1.0
2jeje,GatorsEite23,Directed,11734,,,2.0
JVER1,WAGNERGIRLE,Directed,11735,,,1.0
_Arcy__,larryelder,Directed,11736,,,1.0
Gero_Lou,larryelder,Directed,11737,,,1.0
JohnShorey11,larryelder,Directed,11738,,,1.0
explaintrill,RaiseUpfor15,Directed,11739,,,1.0
SaveMain_St,Show_Me15,Directed,11740,,,2.0
kayforkayia,DerrickQLewis,Directed,11741,,,1.0
coff33loveit,larryelder,Directed,11742,,,1.0
SaveMain_St,standup_kc,Directed,11743,,,1.0
Wideboy65,SenSanders,Directed,11744,,,1.0
jdpalmmont,chadbensonshow,Directed,11745,,,1.0
Bernlennials,Show_Me15,Directed,11746,,,3.0
MichellePKern,DerrickQLewis,Directed,11747,,,1.0
wisestofthewise,RoseAnnDeMoro,Directed,11748,,,1.0
WrendyKulick,larryelder,Directed,11749,,,1.0
csbennett55,larryelder,Directed,11750,,,1.0
graycsam,larryelder,Directed,11751,,,1.0
redlyness,larryelder,Directed,11752,,,1.0
frankfactoraLTD,larryelder,Directed,11753,,,1.0
lizpierce15,RoseAnnDeMoro,Directed,11754,,,1.0
deadpinkroses12,RoseAnnDeMoro,Directed,11755,,,1.0
bradymarz27,larryelder,Directed,11756,,,1.0
NjidekaNwosu,RevDrBarber,Directed,11757,,,1.0
jolulabug,larryelder,Directed,11758,,,1.0
CathyLovesRafa,larryelder,Directed,11759,,,1.0
SaveMain_St,RoseAnnDeMoro,Directed,11760,,,3.0
bcwilliams92,WAGNERGIRLE,Directed,11761,,,1.0
whiitewolf,RoseAnnDeMoro,Directed,11762,,,1.0
Smize21,larryelder,Directed,11763,,,1.0
JoyfulSlave,larryelder,Directed,11764,,,1.0
dubya_sage,ProducerKen,Directed,11765,,,1.0
RaiseUpfor15,jillian4council,Directed,11766,,,1.0
princessdianej,larryelder,Directed,11767,,,1.0
Deagles2012,larryelder,Directed,11768,,,1.0
TomczakAl,larryelder,Directed,11769,,,1.0
CharlesHalton,RevDrBarber,Directed,11771,,,1.0
mdjohnson2,TheMarkRomano,Directed,11772,,,1.0
BernieUnicorn,SenSanders,Directed,11773,,,1.0
allman1100,GatorsEite23,Directed,11774,,,2.0
doug_fresco,BenjaminNorton,Directed,11775,,,1.0
SaveMain_St,GatorsEite23,Directed,11776,,,1.0
KGarchar,larryelder,Directed,11777,,,1.0
tomh2739,larryelder,Directed,11778,,,1.0
sc1199,SenSherrodBrown,Directed,11779,,,1.0
LamarWick,larryelder,Directed,11780,,,1.0
emoioverdoll,DerrickQLewis,Directed,11781,,,1.0
LiorYakira42,Tevallan,Directed,11782,,,1.0
MRMINDCRIME1,larryelder,Directed,11783,,,1.0
LaOkieKat,larryelder,Directed,11784,,,1.0
Matoozie,larryelder,Directed,11785,,,1.0
beaunhead,larryelder,Directed,11786,,,1.0
NeonVoxel,larryelder,Directed,11787,,,1.0
earthjunkie2,electricista545,Directed,11789,,,1.0
Angryatheist247,larryelder,Directed,11790,,,1.0
CatladyShazza,DerrickQLewis,Directed,11791,,,1.0
noblemanny,SenSanders,Directed,11792,,,2.0
tamaradraut,Demos_Org,Directed,11793,,,1.0
noblemanny,TomSteyer,Directed,11794,,,1.0
MorleySM,larryelder,Directed,11795,,,1.0
AFSCME,CJ_DCLABOR,Directed,11796,,,1.0
HersticAnnette,larryelder,Directed,11797,,,1.0
petsneverfailu1,RevDrBarber,Directed,11798,,,1.0
Collette_AZ,larryelder,Directed,11799,,,1.0
ScottBlivtrusci,larryelder,Directed,11800,,,1.0
Boston_DSA,MikeConnollyMA,Directed,11801,,,2.0
JenntafJennifer,SenSanders,Directed,11802,,,1.0
Songbird_7_,SenSanders,Directed,11803,,,1.0
LunaBrandes,larryelder,Directed,11804,,,1.0
GWKushh,DerrickQLewis,Directed,11805,,,1.0
jks022,EconomicPolicy,Directed,11806,,,1.0
Omi_082,larryelder,Directed,11807,,,1.0
groovyfroot,RevDrBarber,Directed,11808,,,1.0
msalott,larryelder,Directed,11810,,,1.0
steelworkers,EconomicPolicy,Directed,11811,,,1.0
48Gailschwerdt,RevDrBarber,Directed,11812,,,1.0
earthjunkie2,TexasObserver,Directed,11813,,,2.0
RobertRooks5,DerrickQLewis,Directed,11815,,,1.0
doug_fresco,GatorsEite23,Directed,11816,,,2.0
lauracarosmith,RaiseUpfor15,Directed,11817,,,1.0
ecl326,RevDrBarber,Directed,11818,,,1.0
tropicalslime,OmanReagan,Directed,11820,,,1.0
cantfiggeritout,1alyssakang,Directed,11821,,,1.0
rjber15,GatorsEite23,Directed,11822,,,2.0
BernToTheFuture,1alyssakang,Directed,11823,,,1.0
owenbernard,DerrickQLewis,Directed,11824,,,1.0
JChatfield94,RaiseUpfor15,Directed,11825,,,1.0
adillahunt_,RaiseUpfor15,Directed,11826,,,2.0
BRIANVINER,fightfor15,Directed,11827,,,1.0
Mouz2009,GatorsEite23,Directed,11828,,,1.0
Joanpoignard,ChrisJZullo,Directed,11829,,,1.0
marcuswildhorse,scrowder,Directed,11830,,,1.0
clairesnyderhal,DemSocialists,Directed,11831,,,1.0
artburp6666,EconomicPolicy,Directed,11832,,,1.0
cam294cam,NCFaculty,Directed,11833,,,1.0
PortiaABoulger,GatorsEite23,Directed,11834,,,2.0
JudyJones1990,Show_Me15,Directed,11835,,,2.0
rjber15,RoseAnnDeMoro,Directed,11836,,,3.0
Ganapatayenama,Tim_Canova,Directed,11838,,,1.0
Mabukon,RoseAnnDeMoro,Directed,11841,,,1.0
meetnpatatas,sardnas51,Directed,11842,,,1.0
SharonP83012021,DerrickQLewis,Directed,11843,,,1.0
touchedbyppt,DerrickQLewis,Directed,11844,,,1.0
clairesnyderhal,RoseAnnDeMoro,Directed,11845,,,1.0
H2theG,RevDrBarber,Directed,11846,,,1.0
tfallucco,Fightfor15LA,Directed,11847,,,1.0
apachewise,laura_garvock,Directed,11848,,,1.0
nativememphi13,EYellin,Directed,11849,,,1.0
LeenaV_MD,fightfor15,Directed,11850,,,1.0
lainikuumba,ALicatovich,Directed,11851,,,1.0
CyaCrazyCA,ProducerKen,Directed,11852,,,1.0
Glambertoo1,Tim_Canova,Directed,11853,,,1.0
ssinnamon,RevDrBarber,Directed,11854,,,1.0
AbsonJill,BenjaminNorton,Directed,11855,,,1.0
lainikuumba,fightfor15,Directed,11856,,,2.0
adelagenoves,UR_Ninja,Directed,11857,,,1.0
Brendanm1,Patriot18D,Directed,11858,,,1.0
adelagenoves,FF15ChildCare,Directed,11859,,,1.0
adelagenoves,Show_Me15,Directed,11860,,,1.0
Daniel27Steven,CovertAnonymous,Directed,11861,,,1.0
Daniel27Steven,SputnikInt,Directed,11862,,,1.0
victory1261,RevDrBarber,Directed,11863,,,1.0
MauriceDMack,SenSanders,Directed,11864,,,1.0
landolfi,DerrickQLewis,Directed,11865,,,1.0
retiredwaif,SenWarren,Directed,11866,,,1.0
Pedalman56,Show_Me15,Directed,11867,,,1.0
LocoCravey,greenhousenyt,Directed,11868,,,1.0
jdgraves4,nowiknowmyabcs,Directed,11869,,,1.0
disruptivedigit,Nu_Metal_Man,Directed,11870,,,2.0
retiredwaif,Tulsi2020,Directed,11871,,,1.0
JAMainster,UFWupdates,Directed,11872,,,1.0
adelagenoves,chifightfor15,Directed,11873,,,1.0
adelagenoves,Fightfor15LA,Directed,11874,,,1.0
kokeshi_me,DerrickQLewis,Directed,11875,,,1.0
CandisLynnT,32BJSEIU,Directed,11876,,,2.0
RaiseUpMA,senjehlen,Directed,11877,,,1.0
AntoneLac0ne,DerrickQLewis,Directed,11878,,,1.0
unironichipster,EconomicPolicy,Directed,11879,,,1.0
TheOHrevolution,DerrickQLewis,Directed,11880,,,1.0
NinaForOhio,DerrickQLewis,Directed,11881,,,1.0
HFFma,cspumb,Directed,11882,,,1.0
irena_ocasio,TheMarkRomano,Directed,11883,,,2.0
uh_oh_its_adri,fightfor15,Directed,11884,,,1.0
NeccyHale,RevDrBarber,Directed,11885,,,1.0
TrumpLiberals,TheMarkRomano,Directed,11886,,,1.0
lainikuumba,EthelBuckley,Directed,11887,,,1.0
otherpplsmoney,1FilchFelonious,Directed,11888,,,1.0
poohsbrana,RWwatchMA,Directed,11889,,,1.0
bigeasycocktail,The_Gambit,Directed,11890,,,2.0
jrviguy,WilkowMajority,Directed,11891,,,1.0
IpwnedU123,SenSanders,Directed,11892,,,2.0
adelagenoves,1alyssakang,Directed,11893,,,1.0
cupcardriver,QuisUtDeus7,Directed,11896,,,1.0
Akinrahc_,DerrickQLewis,Directed,11897,,,1.0
mpmasserano,KristinBTate,Directed,11898,,,1.0
rpease6078,RevDrBarber,Directed,11899,,,1.0
TullyLuke,greenhousenyt,Directed,11900,,,1.0
CatawbaWorm,LibsNoFun,Directed,11901,,,1.0
PVL955,chifightfor15,Directed,11902,,,1.0
juancq1318,Ergo2Tweet,Directed,11903,,,1.0
ColorSheri,TomSteyer,Directed,11904,,,1.0
adbeattie33,MacIverWisc,Directed,11905,,,1.0
tomlarkin500,SenSanders,Directed,11906,,,1.0
htkamtwit,EconomicPolicy,Directed,11907,,,1.0
JoeSomebody2,EconomicPolicy,Directed,11908,,,1.0
woosviews,UR_Ninja,Directed,11909,,,1.0
dkmkc2000,QuisUtDeus7,Directed,11910,,,1.0
wolfeprowler1,Tim_Canova,Directed,11911,,,1.0
xJimboJonesx,Show_Me15,Directed,11912,,,2.0
HuggsyOOTP,gatorgoat,Directed,11914,,,1.0
PaulOD1,QuisUtDeus7,Directed,11915,,,1.0
woosviews,1alyssakang,Directed,11916,,,1.0
Paulaha75850077,SenSanders,Directed,11917,,,1.0
skyride_season,chifightfor15,Directed,11918,,,1.0
SamuelJamesWest,TheNewDeal,Directed,11919,,,1.0
Saad_Jamal,mohammadshaikh_,Directed,11920,,,1.0
darrell88,RT_America,Directed,11921,,,1.0
4D4M_5313N3,UR_Ninja,Directed,11922,,,2.0
Yoshije,RT_America,Directed,11923,,,1.0
murphym15,STLFacFwd,Directed,11924,,,1.0
JuanValdez533,SenWarren,Directed,11925,,,1.0
DaleF3,RWwatchMA,Directed,11926,,,1.0
2jeje,Fightfor15LA,Directed,11927,,,1.0
JuanValdez533,MOJwJ,Directed,11928,,,1.0
MikeConnollyMA,CallahanForRep,Directed,11930,,,1.0
MindyMaher,SenSanders,Directed,11931,,,1.0
CigarDaisy311,RevDrBarber,Directed,11932,,,1.0
2jeje,1alyssakang,Directed,11933,,,1.0
QxNews,RT_America,Directed,11934,,,1.0
nuttyd50,BenjaminNorton,Directed,11935,,,1.0
kking74914,UR_Ninja,Directed,11936,,,1.0
MadNewsUpdate,RT_America,Directed,11937,,,1.0
addaglance,standup_kc,Directed,11938,,,1.0
tomstedham,RT_America,Directed,11939,,,1.0
_awyg,DerrickQLewis,Directed,11940,,,1.0
ArvelMauldin,UR_Ninja,Directed,11941,,,1.0
katieinhalifax,MNAFLCIO,Directed,11942,,,1.0
rjber15,UR_Ninja,Directed,11943,,,3.0
L_Gale517,Tim_Canova,Directed,11944,,,1.0
athelind,SenSanders,Directed,11945,,,3.0
ovadhwah,chifightfor15,Directed,11946,,,1.0
magapanthus,greenhousenyt,Directed,11947,,,1.0
MichaelShaneSm7,WilkowMajority,Directed,11948,,,1.0
allman1100,allman1100,Directed,11949,,,3.0
CyberDeathRay,HymieDoucheman,Directed,11950,,,1.0
allman1100,IntuitRon,Directed,11951,,,1.0
andrewfeinstein,BenjaminNorton,Directed,11952,,,1.0
gilldaniels,DerrickQLewis,Directed,11953,,,1.0
heffalumpette,RevDrBarber,Directed,11954,,,1.0
OurRevolution2,IntuitRon,Directed,11955,,,1.0
Rzecco,ProducerKen,Directed,11956,,,1.0
rwade0206,DerrickQLewis,Directed,11957,,,3.0
ResidentSmith,UR_Ninja,Directed,11958,,,1.0
DEEE999,UR_Ninja,Directed,11959,,,1.0
akaSassinak,Fightfor15LA,Directed,11960,,,1.0
BernToTheFuture,UR_Ninja,Directed,11961,,,1.0
tx_blue_dot,greenhousenyt,Directed,11962,,,1.0
PortiaABoulger,UR_Ninja,Directed,11963,,,1.0
TomPaulauskas,Fightfor15LA,Directed,11964,,,1.0
gunz_and_rosez,DerrickQLewis,Directed,11965,,,1.0
GodsSoldier23,DerrickQLewis,Directed,11966,,,1.0
biscuitzombie,greenhousenyt,Directed,11967,,,1.0
BweeksB,AFLCIO,Directed,11968,,,1.0
guatemalia,RaiseUpfor15,Directed,11969,,,3.0
TomPaulauskas,RaiseUpfor15,Directed,11970,,,1.0
adelagenoves,Tim_Canova,Directed,11971,,,1.0
CCOeva,RevDrBarber,Directed,11972,,,1.0
