Source,Target,Type,id,label,timeset,weight
poohsbrana,ATLRaiseUp,Directed,38331,,,1.0
ClassWarfare123,JessLivMo,Directed,38332,,,1.0
MAurelius161180,MisterMetokur,Directed,38333,,,1.0
sturgeongal,CWAUnion,Directed,38334,,,1.0
mwalls118,SenSanders,Directed,38336,,,2.0
ChatDroulant,ChrisMurphyCT,Directed,38337,,,1.0
rana_kavi,SenSanders,Directed,38338,,,1.0
EGNolan,SenSanders,Directed,38339,,,1.0
CarolinemUSMC,JayStylus,Directed,38343,,,1.0
bama___,LibsNoFun,Directed,38344,,,1.0
buugaas,scrowder,Directed,38345,,,1.0
thebordoto,chifightfor15,Directed,38346,,,1.0
Sal010254,EconomicPolicy,Directed,38347,,,1.0
07ultrac,VeteransTake,Directed,38348,,,1.0
sjmn777,janschakowsky,Directed,38349,,,1.0
SaltBox14,SenSanders,Directed,38350,,,2.0
ClassWarfare123,SenSanders,Directed,38351,,,1.0
ShawnPolit,SenSanders,Directed,38352,,,1.0
sjmn777,zachhaller,Directed,38353,,,1.0
JeffM29,SenSanders,Directed,38354,,,1.0
SaVonniYestanti,BondChelseaBond,Directed,38355,,,1.0
AFSCME,misszanette,Directed,38356,,,1.0
97thmonkey,DerenicByrd,Directed,38357,,,1.0
RaiseUpfor15,MarkRuffalo,Directed,38358,,,1.0
RalphScenic,32BJSEIU,Directed,38359,,,1.0
a7160957,ChrisJZullo,Directed,38360,,,1.0
brokencarpenter,EndRapeAtWork,Directed,38361,,,1.0
sarabronin,EconomicPolicy,Directed,38362,,,1.0
CyCl4ne,SenSanders,Directed,38363,,,1.0
jackquig,NelpNews,Directed,38364,,,1.0
Adygon1,scrowder,Directed,38366,,,1.0
70torinoman,1alyssakang,Directed,38367,,,2.0
sickola_tesla,SenSanders,Directed,38368,,,1.0
purelychia,CWAUnion,Directed,38369,,,1.0
ClassWarfare123,dpcrawf,Directed,38370,,,1.0
AFSCME,SEIULouisiana,Directed,38371,,,1.0
locale40th,zachhaller,Directed,38372,,,1.0
carlaschoonove2,SenSanders,Directed,38373,,,1.0
sjmn777,UR_Ninja,Directed,38374,,,1.0
OmahaDSA,chifightfor15,Directed,38376,,,1.0
iamscotty4u,SenWarren2020,Directed,38377,,,1.0
sprbrighting,EconomicPolicy,Directed,38378,,,1.0
d_overlord,SaveMain_St,Directed,38379,,,1.0
fakhuma,ajplus,Directed,38380,,,1.0
blvckjuju,chifightfor15,Directed,38381,,,1.0
FritzColburn,JohnFetterman,Directed,38383,,,1.0
PghAutonomy,USAS_Local_31,Directed,38384,,,1.0
SaVonniYestanti,KHOUTim,Directed,38385,,,1.0
dddell96,SenSanders,Directed,38386,,,1.0
DemSocialists,chifightfor15,Directed,38387,,,3.0
shabby_sammy666,SenSanders,Directed,38388,,,1.0
Pennelloppe99,seiufl,Directed,38389,,,1.0
sherrylessen,SenSanders,Directed,38391,,,1.0
DavidApsens,LawlessPirate,Directed,38392,,,1.0
Ben_Stotler,SenSanders,Directed,38393,,,1.0
Alex_In_Black_,SenSanders,Directed,38395,,,1.0
FarzadForPeace,chifightfor15,Directed,38396,,,1.0
Piker73,scrowder,Directed,38397,,,1.0
MontriciaHubba1,DCLabor,Directed,38398,,,1.0
SaVonniYestanti,jwjnational,Directed,38399,,,2.0
jkppcp,caroljsroth,Directed,38400,,,1.0
suaveadonis,EconomicPolicy,Directed,38401,,,1.0
SaVonniYestanti,AllynnUmel,Directed,38402,,,1.0
LukisYT,chifightfor15,Directed,38403,,,1.0
sjmn777,SenSanders,Directed,38405,,,1.0
ReiswigR,32BJSEIU,Directed,38406,,,1.0
WickedVeggie,32BJSEIU,Directed,38407,,,1.0
ONENorthside,Raunelooo,Directed,38409,,,1.0
richardzoer,EconomicPolicy,Directed,38410,,,1.0
SaVonniYestanti,TWU571,Directed,38411,,,1.0
BWSchank,caroljsroth,Directed,38412,,,1.0
wayoflifesearch,MichaelSkolnik,Directed,38413,,,1.0
jade_nyc,Show_Me15,Directed,38414,,,1.0
PatriciaOswalt,EconomicPolicy,Directed,38415,,,1.0
poohsbrana,MarkRuffalo,Directed,38417,,,1.0
kellishale,OlneyJeremiah,Directed,38418,,,1.0
innriched,resnikoff,Directed,38419,,,1.0
jackquig,FF15ChildCare,Directed,38420,,,1.0
PaddyntonMoon,SenSanders,Directed,38421,,,1.0
Ibutterfly34,jideyusuf,Directed,38422,,,1.0
louis72,CNET,Directed,38423,,,1.0
WageAction,fightfor15mass,Directed,38424,,,1.0
gogheny1,davonmagwood,Directed,38425,,,1.0
PennyWriter,rachel_elson,Directed,38426,,,1.0
JustinTyme5,AFSCME,Directed,38427,,,2.0
jackquig,chifightfor15,Directed,38428,,,2.0
Piker73,starkalark86,Directed,38429,,,1.0
Seanalodon,scrowder,Directed,38431,,,1.0
kkeerry,SenSanders,Directed,38432,,,1.0
starrhaus,SenSanders,Directed,38433,,,1.0
ReneeRose723,MarkRuffalo,Directed,38434,,,1.0
zigahzagah,JustinBrannan,Directed,38435,,,1.0
mmerlin89,SenSanders,Directed,38436,,,1.0
Tifferatti,SenSanders,Directed,38437,,,1.0
mlreed1956,FoundersGirl,Directed,38439,,,1.0
JenWoodruff79,lingling23,Directed,38440,,,1.0
SaVonniYestanti,McAkins,Directed,38441,,,1.0
KGB_Agent9347,SenSanders,Directed,38442,,,1.0
d_overlord,SenSanders,Directed,38443,,,1.0
kellinkeller,Demos_Org,Directed,38445,,,1.0
touchdown_c_hox,SenSanders,Directed,38446,,,1.0
Bee4graceDebra,ApostleEric,Directed,38447,,,1.0
CrimesMelan,DCLabor,Directed,38448,,,1.0
addhdgamer,chifightfor15,Directed,38449,,,1.0
jwatts0105,mnnoc,Directed,38450,,,1.0
KathleenMaryMor,BLMChi,Directed,38451,,,1.0
AmWorkFamilies,SEIU,Directed,38453,,,1.0
LukisYT,MarkRuffalo,Directed,38454,,,1.0
RedRio100,EconomicPolicy,Directed,38455,,,1.0
LouisianaBernie,ATLRaiseUp,Directed,38456,,,2.0
junegillam,JacquesLoveall,Directed,38457,,,1.0
cnew2015,Patriot_Musket,Directed,38458,,,1.0
dianasbird,iAmericaorg,Directed,38459,,,1.0
ImAMexiCan_85,MikePrysner,Directed,38460,,,1.0
claymstehling,SenSanders,Directed,38461,,,1.0
KHOU,KHOUTim,Directed,38462,,,2.0
LSquallhart33,SenSanders,Directed,38463,,,1.0
kellinkeller,SenSanders,Directed,38464,,,1.0
CarolynProctor,Demos_Org,Directed,38466,,,1.0
bsbafflesbrains,DCLabor,Directed,38467,,,1.0
VikingBow1,AFSCME,Directed,38468,,,1.0
bossymama57,CJ_DCLABOR,Directed,38469,,,1.0
wisestofthewise,chifightfor15,Directed,38470,,,1.0
Hoelder1811,iAmericaorg,Directed,38471,,,1.0
VinnyBarreras,ettacetera,Directed,38472,,,1.0
Thecolorofdirt,Demos_Org,Directed,38473,,,1.0
dillonerd,Fake_KDKA,Directed,38474,,,1.0
KathleenMaryMor,GatorsEite23,Directed,38475,,,1.0
mailmnb,ChrisMurphyCT,Directed,38476,,,1.0
Jstamz,scrowder,Directed,38477,,,2.0
chasbwalker,MarkRuffalo,Directed,38478,,,1.0
leastimnotu,Azleatherneck,Directed,38479,,,1.0
marina_catucci,radiondadurto,Directed,38480,,,1.0
blogalley,ChrisMurphyCT,Directed,38481,,,1.0
Megan_Park,kenbaumann,Directed,38482,,,1.0
AntiAusterityUK,CuyCPC,Directed,38483,,,1.0
JakeHudes,Fightfor15LA,Directed,38484,,,3.0
Desolate_Dude,Demos_Org,Directed,38485,,,1.0
anyalhas,SenSanders,Directed,38486,,,2.0
alkalinesky,ChrisMurphyCT,Directed,38488,,,1.0
franglophonic,FightFor15FL,Directed,38491,,,1.0
jaypee69swag,caroljsroth,Directed,38492,,,1.0
Holupwhoadere13,LibsNoFun,Directed,38493,,,1.0
McKatieJ,SenSanders,Directed,38496,,,1.0
smokestacklite,chifightfor15,Directed,38497,,,1.0
FederateEarth,CatlinNya,Directed,38498,,,1.0
tnpmr,EndRapeAtWork,Directed,38499,,,2.0
el_gringo_duhal,BrazosValleyDSA,Directed,38500,,,1.0
SCBennett2,chifightfor15,Directed,38501,,,1.0
coach_irish,EconomicPolicy,Directed,38502,,,1.0
Annggg_e,SenSanders,Directed,38503,,,1.0
avabishopp,SenSanders,Directed,38504,,,1.0
wcusocialworks2,SenSanders,Directed,38505,,,1.0
Amerita,EconomicPolicy,Directed,38506,,,1.0
_rac300,scrowder,Directed,38508,,,1.0
AlexGleas,EconomicPolicy,Directed,38509,,,1.0
buffycrank,ChrisJZullo,Directed,38510,,,1.0
SaVonniYestanti,EconomicPolicy,Directed,38511,,,1.0
marcuswebly,1alyssakang,Directed,38514,,,1.0
Reggaejam16,RooseveltFwd,Directed,38515,,,1.0
chrismurray362,FightFor15FL,Directed,38517,,,1.0
keentone,SenSanders,Directed,38518,,,2.0
can_happen_here,EconomicPolicy,Directed,38519,,,1.0
nadiaaghanem,ajplus,Directed,38520,,,1.0
Ibutterfly34,ChrisMurphyCT,Directed,38521,,,1.0
Jerry3741,caroljsroth,Directed,38522,,,1.0
Jehwauhn,EconomicPolicy,Directed,38524,,,1.0
Eddietonymac,TheMarkRomano,Directed,38525,,,1.0
DanielleVFreman,marleyfurr,Directed,38526,,,1.0
sgleftenant,SenSanders,Directed,38527,,,1.0
AB3RU,Fake_KDKA,Directed,38528,,,1.0
Sinatra_Says,TheMarkRomano,Directed,38529,,,1.0
scistar86,fightfor15,Directed,38530,,,1.0
GarrisonBlue,LibsNoFun,Directed,38532,,,2.0
crimson_creek,SenSanders,Directed,38533,,,1.0
seenandheard2o1,NorCalFF15,Directed,38534,,,1.0
leedagenais90,1alyssakang,Directed,38535,,,1.0
KevinInABQ,Fake_KDKA,Directed,38536,,,1.0
JaxDarkblade,chifightfor15,Directed,38537,,,1.0
KenFernandezPHD,EconomicPolicy,Directed,38538,,,1.0
Jessi_Ashley,EconomicPolicy,Directed,38540,,,1.0
Reggaejam16,chifightfor15,Directed,38541,,,1.0
glebbern,ChrisJZullo,Directed,38542,,,2.0
LunaLuchadora23,LUCHA_AZ,Directed,38543,,,1.0
leedagenais90,LUCHA_AZ,Directed,38544,,,1.0
LuisRodriguezMu,SenSanders,Directed,38545,,,1.0
sgleftenant,MoveOn,Directed,38546,,,1.0
ayduL716,ajplus,Directed,38547,,,1.0
BillScanlob,StocksAlotTEMP,Directed,38549,,,1.0
LunaLuchadora23,FightFor15FL,Directed,38550,,,1.0
sklaman,EconomicPolicy,Directed,38552,,,1.0
spoookysapphic,iAmericaorg,Directed,38554,,,1.0
Klee34036780,chifightfor15,Directed,38555,,,1.0
coulomberic50,ChadTouchscreen,Directed,38557,,,1.0
gmwiseone,Shelly_Ruzicka,Directed,38558,,,1.0
LouisianaBernie,FightFor15FL,Directed,38559,,,1.0
MiamiCook113,SenSanders,Directed,38560,,,1.0
BlogWood,jwjnational,Directed,38561,,,1.0
occupytheport,BLMChi,Directed,38563,,,1.0
MSMAGC,JayStylus,Directed,38564,,,1.0
ShadyBob,EconomicPolicy,Directed,38565,,,1.0
JaxDarkblade,democracynow,Directed,38566,,,1.0
segosity,ReelectBernie,Directed,38567,,,1.0
Attalus_Soter,LibsNoFun,Directed,38568,,,1.0
AWizardInDallas,Kek_Magician,Directed,38569,,,1.0
Zacherydtaylor,ReelectBernie,Directed,38570,,,1.0
tlsmith1963,ReelectBernie,Directed,38571,,,1.0
BernieEvents,FF15ChildCare,Directed,38573,,,1.0
Mysterymanmeme,MisterMetokur,Directed,38574,,,1.0
artsyTrish,NorCalFF15,Directed,38575,,,1.0
AlisonHirsh,32BJSEIU,Directed,38576,,,1.0
EdiliaGonzlez2,Ergo2Tweet,Directed,38577,,,1.0
TedGrunewald,PatrioticMills,Directed,38578,,,1.0
henry_gillie,SenSanders,Directed,38579,,,1.0
WMN4SRVL,FightFor15FL,Directed,38581,,,1.0
Political_BAWss,Thomas_Conerty,Directed,38582,,,1.0
Menza4Trump,TheMarkRomano,Directed,38583,,,1.0
PrinceJawani,ajplus,Directed,38584,,,1.0
MichelleAnnSchu,EconomicPolicy,Directed,38585,,,1.0
theBZj,MCorreaKHOU,Directed,38587,,,1.0
spoookysapphic,SenSanders,Directed,38589,,,1.0
Mariailona,Demos_Org,Directed,38590,,,1.0
ccfajardo,SenSanders,Directed,38591,,,2.0
WMN4SRVL,LUCHA_AZ,Directed,38592,,,1.0
peoplepersson,fightfor15,Directed,38593,,,1.0
JulieMickens,Show_Me15,Directed,38594,,,1.0
eemsmathis,SenSanders,Directed,38595,,,1.0
ReproJusticeNC,zachhaller,Directed,38596,,,1.0
DiventareAdesso,iAmericaorg,Directed,38597,,,1.0
mccay_rl,ChrisJZullo,Directed,38599,,,1.0
globaldancer38,ChrisMurphyCT,Directed,38600,,,1.0
habanaclub18,ettacetera,Directed,38602,,,1.0
BryanPaz_,FightFor15FL,Directed,38603,,,1.0
DavidApsens,Tinawanis,Directed,38604,,,1.0
Alisand3,ms_erika74,Directed,38605,,,1.0
Mychael_de_Leon,SenSanders,Directed,38606,,,1.0
JustinTyme5,ettacetera,Directed,38607,,,1.0
hopelasota,chifightfor15,Directed,38610,,,1.0
eliujueta,SenSanders,Directed,38611,,,1.0
bjohnson1436,lingling23,Directed,38612,,,1.0
Rick_Reakes,scrowder,Directed,38613,,,1.0
sprbrighting,SenSanders,Directed,38614,,,1.0
ccccccc2227,EconomicPolicy,Directed,38615,,,1.0
Hunter_Shawley,EconomicPolicy,Directed,38617,,,1.0
mamabear_mn,SaveMain_St,Directed,38618,,,1.0
lisafrankocean_,chifightfor15,Directed,38619,,,1.0
gmwiseone,ATLRaiseUp,Directed,38620,,,1.0
willshome,SenSanders,Directed,38621,,,1.0
CailleachSila,ManWithoutPants,Directed,38622,,,1.0
maryellen2,EconomicPolicy,Directed,38623,,,1.0
BryanPaz_,ChrisMurphyCT,Directed,38624,,,1.0
iAmericaAction,32BJSEIU,Directed,38625,,,1.0
Davidwjonesusa,fightfor15,Directed,38626,,,2.0
Washhanger,SEIU,Directed,38627,,,1.0
JustinTyme5,iAmericaAction,Directed,38628,,,1.0
AlyaaMohd4,SenSanders,Directed,38629,,,1.0
WEHAVEAFUTURE,fightfor15,Directed,38631,,,9.0
andreaburzynski,zachhaller,Directed,38632,,,1.0
GHDebats,EconomicPolicy,Directed,38633,,,1.0
1812x,fightfor15,Directed,38634,,,2.0
Davouts,BernieCrats1,Directed,38635,,,1.0
JustinTyme5,iAmericaorg,Directed,38636,,,1.0
AFTNJ,AFLCIO,Directed,38637,,,1.0
culturalfatwa,khalidCares,Directed,38638,,,1.0
VirtuallyMee,BLMChi,Directed,38640,,,1.0
1812x,RobinHoodTax,Directed,38641,,,1.0
myfist0,LibsNoFun,Directed,38642,,,1.0
vdubington,32BJSEIU,Directed,38644,,,1.0
mk_philly,Fightfor15LA,Directed,38645,,,1.0
potsherds,chifightfor15,Directed,38646,,,1.0
andreaburzynski,ChrisMurphyCT,Directed,38647,,,1.0
vdubington,iAmericaAction,Directed,38648,,,1.0
27QueenMargot,TheMarkRomano,Directed,38649,,,1.0
roadshowrigolet,Demos_Org,Directed,38650,,,1.0
GraceCarolynn94,caroljsroth,Directed,38651,,,1.0
1900matt,SenSanders,Directed,38652,,,1.0
_Cowboy_Bebop,ettacetera,Directed,38653,,,1.0
BryanPaz_,fightfor15,Directed,38654,,,1.0
1812x,caroljsroth,Directed,38655,,,1.0
JustinTyme5,CWAUnion,Directed,38656,,,2.0
shesshy1010,fightfor15,Directed,38657,,,1.0
anyalhas,chifightfor15,Directed,38658,,,2.0
bellamodaent,Demos_Org,Directed,38659,,,1.0
mayo4u,fightfor15,Directed,38660,,,1.0
MadelineAshby,EconomicPolicy,Directed,38661,,,1.0
CherryBerry202,MarkRuffalo,Directed,38662,,,1.0
pterodashley,SenSanders,Directed,38663,,,1.0
roadshowrigolet,SEIU,Directed,38664,,,1.0
alithegeek,SenSanders,Directed,38665,,,1.0
JayStylus,TheMarkRomano,Directed,38666,,,1.0
eileen_boris,EconomicPolicy,Directed,38667,,,1.0
andreaburzynski,ajplus,Directed,38668,,,1.0
mo_lumb,chifightfor15,Directed,38669,,,1.0
SEIULocal1,BLMChi,Directed,38670,,,1.0
CailleachSila,chifightfor15,Directed,38672,,,1.0
ReiswigR,AFSCME,Directed,38674,,,1.0
TaserMassage,zachhaller,Directed,38675,,,1.0
lavvagirl_,ajplus,Directed,38676,,,1.0
CvLady13,SenSanders,Directed,38677,,,1.0
JayStylus,scrowder,Directed,38678,,,1.0
ATLRaiseUp,khalidCares,Directed,38679,,,1.0
unrelatable_mom,EconomicPolicy,Directed,38680,,,1.0
BLACKFLAGchi,Show_Me15,Directed,38681,,,1.0
lance_leach3,Azleatherneck,Directed,38682,,,1.0
rob3827,SenSanders,Directed,38684,,,2.0
fat_smacked_man,Show_Me15,Directed,38687,,,1.0
waltiepooh,fightfor15,Directed,38688,,,1.0
ShamV_21,SenSanders,Directed,38689,,,1.0
steph14156,MarkRuffalo,Directed,38690,,,1.0
WEHAVEAFUTURE,fightfor15mass,Directed,38691,,,1.0
all_hrs,scrowder,Directed,38692,,,1.0
People4Bernie,iAmericaorg,Directed,38693,,,1.0
People4Bernie,iAmericaAction,Directed,38694,,,1.0
brokencarpenter,ettacetera,Directed,38695,,,1.0
KennyPaul68,KenDiesel,Directed,38697,,,1.0
DanielleVFreman,CWAUnion,Directed,38698,,,1.0
_priscianna,SenSanders,Directed,38699,,,1.0
1812x,chifightfor15,Directed,38700,,,1.0
FarzadForPeace,EconomicPolicy,Directed,38702,,,1.0
Hoelder1811,ettacetera,Directed,38703,,,1.0
Nitetrain_1,caroljsroth,Directed,38705,,,1.0
mark11_15,scrowder,Directed,38706,,,1.0
suaveadonis,CWAUnion,Directed,38707,,,1.0
thecatsmeow0410,SenSanders,Directed,38708,,,2.0
t_post7,SenSanders,Directed,38709,,,3.0
jeanneinnj,unitehere,Directed,38710,,,1.0
Steven17278768,scrowder,Directed,38712,,,2.0
LouisianaBernie,CWAUnion,Directed,38713,,,2.0
jschef1285,EconomicPolicy,Directed,38714,,,1.0
chulesee,chifightfor15,Directed,38715,,,2.0
tenaj74,AFSCME,Directed,38716,,,1.0
tnpmr,FightFor15FL,Directed,38717,,,2.0
RyanShealer,BLMChi,Directed,38718,,,1.0
gidgetgurl,EconomicPolicy,Directed,38719,,,1.0
mikecarvalho,AFSCME,Directed,38720,,,1.0
Cenkaetaya,SenSanders,Directed,38721,,,3.0
SDGMasterglass,EmpireFiles,Directed,38722,,,1.0
lisaJbernt,Demos_Org,Directed,38724,,,1.0
LynnInCA,AFLCIO,Directed,38725,,,1.0
soconor,ToddJMcCarthy,Directed,38726,,,1.0
syndikalista,sameyjay,Directed,38728,,,1.0
Mementh,SenSanders,Directed,38729,,,2.0
MoonAngelWings,Fightfor15LA,Directed,38730,,,1.0
iftaft,chifightfor15,Directed,38731,,,2.0
Desolate_Dude,RepBrady,Directed,38732,,,1.0
crystalschaufl1,SenSanders,Directed,38734,,,2.0
lau_luis0,Ergo2Tweet,Directed,38735,,,2.0
ariana0026,SenSanders,Directed,38736,,,1.0
GarretGarland,scrowder,Directed,38737,,,1.0
jackquig,Show_Me15,Directed,38738,,,1.0
dropthemNikes,EconomicPolicy,Directed,38739,,,1.0
DianneSteiner,TheMarkRomano,Directed,38742,,,2.0
newmanj12,fightfor15,Directed,38743,,,1.0
BCayenneBird,chifightfor15,Directed,38744,,,1.0
MaryKayHenry,CWAUnion,Directed,38745,,,1.0
ErinFMcC,SenSanders,Directed,38746,,,1.0
People4Bernie,ettacetera,Directed,38747,,,1.0
Iamyoga60,Latinos4Bernie,Directed,38748,,,1.0
MichelV69,SenSanders,Directed,38749,,,1.0
AFTNJ,AFSCME,Directed,38750,,,1.0
1812x,ajplus,Directed,38751,,,1.0
c8nhogarth,OleanderPlume,Directed,38752,,,1.0
ANaeB2101,ChrisMurphyCT,Directed,38753,,,1.0
rachelk82705942,Demos_Org,Directed,38755,,,1.0
sprbrighting,BernieCrats1,Directed,38756,,,2.0
lizzylearich,EconomicPolicy,Directed,38758,,,1.0
WEHAVEAFUTURE,CWAUnion,Directed,38761,,,1.0
_brookcarmen,SenSanders,Directed,38763,,,1.0
FolkiKaren,masseydaniel,Directed,38764,,,1.0
SurferDi,scrowder,Directed,38765,,,1.0
Say_Lil_Zack,KHOUTim,Directed,38766,,,1.0
IrishForBernie,UR_Ninja,Directed,38767,,,1.0
kayin_omowale,chifightfor15,Directed,38768,,,1.0
JayJ_Smith,JessLivMo,Directed,38769,,,1.0
AFSCME,fightfor15,Directed,38770,,,1.0
deancollins,SenSanders,Directed,38772,,,1.0
KierstenBoyce,bluevirginia,Directed,38773,,,1.0
XtinaKline,FOX5Vegas,Directed,38774,,,1.0
wildblue60,SenSanders,Directed,38776,,,1.0
DustinMorris_,ChrisMurphyCT,Directed,38777,,,1.0
Tim121974,scrowder,Directed,38779,,,1.0
VCSP8,OleanderPlume,Directed,38780,,,1.0
supa_tim,Delo_Taylor,Directed,38781,,,1.0
alexanderhbentz,Demos_Org,Directed,38782,,,1.0
RevDeanna,seiu_el,Directed,38783,,,1.0
steph14156,32BJSEIU,Directed,38784,,,1.0
engineer_izumi,MisterMetokur,Directed,38785,,,1.0
ok9otj,SenSanders,Directed,38786,,,2.0
Reggaejam16,PatrioticMills,Directed,38787,,,1.0
CoDeeDee,SenSanders,Directed,38788,,,1.0
Oliviathecat,SenSanders,Directed,38789,,,1.0
SacCIO,fightfor15,Directed,38790,,,1.0
sara8796,SenSanders,Directed,38791,,,1.0
GbertGotfreed,chifightfor15,Directed,38792,,,1.0
Comanche98,fightfor15,Directed,38793,,,1.0
DayleOhlau,EconomicPolicy,Directed,38794,,,1.0
joycemfs,SEIU,Directed,38795,,,1.0
AyeNay__,ajplus,Directed,38796,,,1.0
yumyumthaibath,EconomicPolicy,Directed,38797,,,1.0
blackwood1961,SenSanders,Directed,38798,,,1.0
fightfor15,CWAUnion,Directed,38799,,,2.0
Kalvynnn,SenSanders,Directed,38802,,,1.0
becca_ullrich,Demos_Org,Directed,38804,,,1.0
e_stepping,SenSanders,Directed,38805,,,1.0
loose_shorts,SenSanders,Directed,38807,,,1.0
Jimhengstenberg,BrookingsInst,Directed,38808,,,1.0
BUTTERFLYSEIS,Demos_Org,Directed,38809,,,1.0
byharryconnolly,EconomicPolicy,Directed,38810,,,1.0
bonapart100,OleanderPlume,Directed,38811,,,1.0
infinitomacwill,Ergo2Tweet,Directed,38812,,,3.0
BrianChelton,lingling23,Directed,38813,,,1.0
noxyena,ChrisMurphyCT,Directed,38814,,,1.0
wthobart,SenSanders,Directed,38815,,,1.0
jasongrunebaum,aMustReid,Directed,38816,,,1.0
MrsBrow60210191,SenSanders,Directed,38817,,,1.0
mremedinajr73,RobinHoodTax,Directed,38818,,,1.0
BLACKFLAGchi,Demos_Org,Directed,38819,,,1.0
annmarieCel,EconomicPolicy,Directed,38820,,,1.0
RevDeanna,iAmericaorg,Directed,38822,,,1.0
a_free_america,fightfor15,Directed,38823,,,1.0
_CameronBell,Demos_Org,Directed,38824,,,1.0
kaensas,SenSanders,Directed,38825,,,1.0
RuthSorbello,ChrisJZullo,Directed,38826,,,2.0
Nevisio_,FastFoodForward,Directed,38827,,,1.0
Pennelloppe99,NorCalFF15,Directed,38828,,,1.0
dumbfoxloaf,SenSanders,Directed,38830,,,1.0
pupusakiller,SenSanders,Directed,38831,,,1.0
anirvan,SmitaNarula,Directed,38832,,,1.0
caudelac,EconomicPolicy,Directed,38833,,,1.0
mmmarchan,RepGutierrez,Directed,38834,,,1.0
ka_ashe,davonmagwood,Directed,38836,,,1.0
Sean_Waverack,scrowder,Directed,38837,,,1.0
JudyBad,AFLCIO,Directed,38838,,,1.0
goddessmila44,UR_Ninja,Directed,38839,,,2.0
theuniondiva,EconomicPolicy,Directed,38840,,,1.0
1812x,EconomicPolicy,Directed,38841,,,1.0
jp23mc,scrowder,Directed,38842,,,1.0
TaserMassage,SenSanders,Directed,38843,,,1.0
JWJSam,RaiseUpfor15,Directed,38844,,,1.0
jkumac,SenSanders,Directed,38845,,,3.0
t_post7,EconomicPolicy,Directed,38846,,,1.0
samcridders,SenSanders,Directed,38847,,,1.0
ClareArvella,SenSanders,Directed,38848,,,2.0
DeploreMomVet,Kek_Magician,Directed,38849,,,1.0
jkumac,MarkRuffalo,Directed,38850,,,1.0
K810Mt,Show_Me15,Directed,38851,,,3.0
mommalaurie101,AFLCIO,Directed,38852,,,1.0
dcram92460,SenSanders,Directed,38855,,,3.0
mremedinajr73,chifightfor15,Directed,38856,,,1.0
Ivan_G4565,SenSanders,Directed,38857,,,1.0
savannaheant,SenSanders,Directed,38859,,,1.0
sampuzzo,NorCalFF15,Directed,38860,,,1.0
jsmith28998,RaiseUpfor15,Directed,38862,,,1.0
MMstrikesback,NorCalFF15,Directed,38863,,,1.0
Richardoverhere,GoodAirports,Directed,38864,,,1.0
scistar86,chifightfor15,Directed,38865,,,1.0
Chasergrl,EBONYMag,Directed,38867,,,1.0
jenhurler,SenSanders,Directed,38868,,,1.0
GeneratorV,SenSanders,Directed,38869,,,1.0
NeilWorx,CWAUnion,Directed,38870,,,1.0
BCayenneBird,RaiseUpfor15,Directed,38871,,,1.0
melodijoy,RebootDNC,Directed,38872,,,1.0
OvidiusPrime,SenSanders,Directed,38873,,,1.0
WANTED_25794,SenSanders,Directed,38874,,,1.0
TheGreatSCarter,SenSanders,Directed,38875,,,1.0
warmfig,GatorsEite23,Directed,38876,,,1.0
ProfessorJAD,EconomicPolicy,Directed,38877,,,1.0
Peter_Segers_,SenSanders,Directed,38878,,,1.0
berjw69,ajplus,Directed,38879,,,1.0
SamG_1611,scrowder,Directed,38880,,,1.0
ajmannheimer,NYDailyNews,Directed,38881,,,1.0
MontriciaHubba1,ReelectBernie,Directed,38882,,,1.0
nevadan1961,FoundersGirl,Directed,38884,,,1.0
Keffy,Fightfor15LA,Directed,38885,,,1.0
ArmyWife98,OleanderPlume,Directed,38886,,,1.0
cblazina,PatrioticMills,Directed,38887,,,1.0
PCBushi,LibsNoFun,Directed,38888,,,1.0
milodogbos,LibsNoFun,Directed,38889,,,1.0
PittLifeLab,PghUNITED,Directed,38890,,,1.0
changuaRs13,NorCalFF15,Directed,38891,,,1.0
JulieMickens,EconomicPolicy,Directed,38892,,,1.0
ajbuckner85,LibsNoFun,Directed,38893,,,1.0
ProfessorJAD,ChrisJZullo,Directed,38895,,,1.0
ANHwrites,EconomicPolicy,Directed,38896,,,1.0
Yankees2723k,TheMarkRomano,Directed,38898,,,1.0
BarryB911,EconomicPolicy,Directed,38899,,,1.0
Nalo_Hopkinson,Fightfor15LA,Directed,38900,,,1.0
JudyBad,MarkRuffalo,Directed,38901,,,1.0
99Gugy,SenSanders,Directed,38902,,,1.0
Spirit0fRock,scrowder,Directed,38903,,,2.0
RiseUpAbove,ChrisMurphyCT,Directed,38904,,,1.0
IAM751,AFSCME,Directed,38905,,,1.0
Claudia4Trump,TheMarkRomano,Directed,38906,,,1.0
Bonecraft9,SenSanders,Directed,38907,,,1.0
Merton_G3,SaraJBenincasa,Directed,38908,,,1.0
WeCanCanada,CbowdenL,Directed,38909,,,1.0
Danman2023,scrowder,Directed,38910,,,1.0
Isabel_A_Cortes,SenSanders,Directed,38911,,,1.0
anyalhas,GatorsEite23,Directed,38912,,,1.0
berniebernie546,fightfor15,Directed,38913,,,1.0
kapurV,SenSanders,Directed,38914,,,1.0
tallenfamily013,EconomicPolicy,Directed,38915,,,1.0
Isabel_A_Cortes,MarkRuffalo,Directed,38916,,,1.0
dizzyjosh,EconomicPolicy,Directed,38917,,,1.0
medallegheny1,EconomicPolicy,Directed,38918,,,1.0
