id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum
FeminineAngle,FeminineAngle,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5697
agavagai,agavagai,,0,2,2,0.0,2.0,2.0,13.0,0.2460515378221114,0.32041995166995196,0.0,0,0,5698
tssoliai,tssoliai,,0,2,2,0.0,2.0,2.0,15.0,0.17203365245140703,0.1993859054567325,0.0,0,0,5699
FedUpWNarcissts,FedUpWNarcissts,,0,7,7,0.0,9.0,9.0,14.0,0.2167704137678506,0.27613168550668493,0.0,0,0,5700
mz_understuud,mz_understuud,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5701
WVforSENSANDERS,WVforSENSANDERS,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5702
ItsNickScott,ItsNickScott,,0,5,5,0.0,5.0,5.0,14.0,0.21433743664011587,0.271208905583905,0.0,0,0,5703
gloomhauer,gloomhauer,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5704
mindlace,mindlace,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,5705
_take_on_me_,_take_on_me_,,0,2,2,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0,0,5706
StopMotionsolo,StopMotionsolo,,0,2,2,0.0,2.0,2.0,13.0,0.2483221476510067,0.3238264832014835,0.0,0,0,5707
cooperhawke,cooperhawke,,0,2,2,0.0,2.0,2.0,14.0,0.20808435852372584,0.2557045619545613,0.0,0,0,5708
iphy,iphy,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5709
benkaldwurse,benkaldwurse,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5710
LewVen,LewVen,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5711
Ksmetanastwn,Ksmetanastwn,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5712
The_Jag_10,The_Jag_10,,0,2,2,0.0,2.0,2.0,13.0,0.24697538589904047,0.32227805977806,0.0,0,0,5713
db_lloyd,db_lloyd,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5714
BellwetherLV,BellwetherLV,,0,4,4,0.0,4.0,4.0,14.0,0.1994627266621894,0.24223337455660643,0.0,0,0,5716
regularpatrick,regularpatrick,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,5715
C0rruptHillary,C0rruptHillary,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5717
katqui15,katqui15,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5718
sircosmokramer,sircosmokramer,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5719
RealTweeted,RealTweeted,,0,4,4,0.0,7.0,7.0,13.0,0.248635027299454,0.3257972039222042,0.0,0,0,5720
mindofRKH,mindofRKH,,0,1,1,0.0,1.0,1.0,14.0,0.20793818054092025,0.2545784358284352,0.0,0,0,5721
AmazingAmanderz,AmazingAmanderz,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,87,85,5723
Taylor_Meave,Taylor_Meave,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,87,85,5722
Ole_Smithy,Ole_Smithy,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5724
SemanticEarth,SemanticEarth,,0,2,2,0.0,2.0,2.0,14.0,0.20926122304701308,0.25716048216048143,0.0,17,0,5725
Bad_Writer0111,Bad_Writer0111,,0,3,3,0.0,4.0,4.0,13.0,0.2465753424657534,0.3218663491390767,0.0,0,0,5726
Dehartspeaks1,Dehartspeaks1,,0,1,1,0.0,1.0,1.0,14.0,0.20462387853692202,0.24687377452976034,0.0,0,0,5728
RealTrevinShu,RealTrevinShu,,1,8,9,1.0,10.0,11.0,13.0,0.25683297180043385,0.34406055656055706,592.0,0,0,5727
TheScoopHere_NV,TheScoopHere_NV,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5729
augusta_shawty,augusta_shawty,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5730
Black_Knight_7,Black_Knight_7,,0,3,3,0.0,3.0,3.0,13.0,0.2511667373780229,0.3278161871911875,0.0,0,0,5731
brownsugabaee,brownsugabaee,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5732
FriendsDontLetF,FriendsDontLetF,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5733
EcBillofRights,EcBillofRights,,0,3,3,0.0,6.0,6.0,13.0,0.24667774086378738,0.3221469327529936,0.0,0,0,5734
que_cherry10,que_cherry10,,0,2,2,0.0,2.0,2.0,14.0,0.20541290770298404,0.2502187189687183,0.0,0,0,5735
UdjinM6,UdjinM6,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5736
SIDALICE,SIDALICE,,0,1,1,0.0,1.0,1.0,14.0,0.19812583668005354,0.23635128010127973,0.0,0,0,5737
tari1231,tari1231,,0,2,2,0.0,2.0,2.0,14.0,0.2099290780141844,0.2586807524307517,0.0,0,0,5738
gmaynetto,gmaynetto,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5739
jeongheols,jeongheols,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5740
purple_pita,purple_pita,,0,1,1,0.0,1.0,1.0,14.0,0.20750087627059235,0.25417222604722534,0.0,0,0,5741
FOX10Phoenix,FOX10Phoenix,,19,0,19,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0,0,35
cryjoshler,cryjoshler,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,5742
etor2756,etor2756,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5743
stevekloscak,stevekloscak,,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,17,0,5744
fahad266742,fahad266742,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2,5745
Dothetwi5t,Dothetwi5t,,0,2,2,0.0,2.0,2.0,14.0,0.21249102656137833,0.2641987704487697,0.0,0,0,5746
FavoredJae,FavoredJae,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5747
preciouslongo,preciouslongo,,12,0,12,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,88
BabySquidd,BabySquidd,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5748
darlene09465021,darlene09465021,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5749
aikyandys,aikyandys,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5750
HarperKingsley0,HarperKingsley0,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5751
Trumponly,Trumponly,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5753
AniasDezaree,AniasDezaree,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5754
mattman1624,mattman1624,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5755
KDMRMCMLXXXV,KDMRMCMLXXXV,,0,3,3,0.0,4.0,4.0,14.0,0.20940926777502653,0.2584836803586797,0.0,0,0,5756
thechrishaley,thechrishaley,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5757
angryanon99,angryanon99,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,5758
LovelyLowEnd,LovelyLowEnd,,0,9,9,0.0,11.0,11.0,14.0,0.20653685674547984,0.2583268489834142,0.0,0,0,5759
tristhegoat,tristhegoat,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5760
KalanGiles,KalanGiles,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5761
tomtificate,tomtificate,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5762
itslexissss,itslexissss,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5763
FatPiggyWiggy,FatPiggyWiggy,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5764
ClintWGriffith,ClintWGriffith,,0,1,1,0.0,1.0,1.0,14.0,0.2089657606777268,0.2558091308091301,0.0,0,0,5765
Rational_Urge,Rational_Urge,,0,6,6,0.0,7.0,7.0,15.0,0.1700971983990852,0.20089457228112775,0.0,17,0,5767
KellyinHaiti,KellyinHaiti,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,5768
ggswann,ggswann,,0,1,1,0.0,1.0,1.0,14.0,0.2089657606777268,0.2558091308091301,0.0,0,0,5769
JosephHHerrera,JosephHHerrera,,0,4,4,0.0,4.0,4.0,13.0,0.24915966386554622,0.3255489311138555,0.0,0,0,5770
DCdoozy,DCdoozy,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5771
p1971fltoca,p1971fltoca,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5772
realer16,realer16,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5773
Kokoro_Saotome,Kokoro_Saotome,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,88,86,5775
bunnchan,bunnchan,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,88,86,5774
brysnn,brysnn,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,5776
TuxiTixTwo,TuxiTixTwo,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5778
ParkerFox,ParkerFox,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,5779
irinadcham,irinadcham,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,89,87,5781
b_cranz,b_cranz,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,89,87,5780
spacebr4t,spacebr4t,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,5782
NoJustice311,NoJustice311,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5783
PrincessLib_TYT,PrincessLib_TYT,,0,1,1,0.0,1.0,1.0,14.0,0.2089657606777268,0.2558091308091301,0.0,0,0,5784
outglowyou,outglowyou,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5785
dbenj39921,dbenj39921,,0,1,1,0.0,1.0,1.0,14.0,0.20006747638326586,0.2386107053897944,0.0,0,0,5786
sampuzzo,sampuzzo,,0,7,7,0.0,15.0,15.0,13.0,0.2509537939805002,0.33249765437265477,0.0,0,0,5787
babyzebbie,babyzebbie,,0,4,4,0.0,4.0,4.0,13.0,0.2538593481989708,0.33403803403803456,0.0,0,0,5788
PMorris153,PMorris153,,0,4,4,0.0,4.0,4.0,13.0,0.24646716541978386,0.32240912544453887,0.0,0,0,5789
my_observation,my_observation,,0,1,1,0.0,1.0,1.0,14.0,0.19979750253121836,0.23989857739857692,0.0,0,0,5790
ericbaker2,ericbaker2,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5791
harmonywho,harmonywho,,7,4,11,7.0,4.0,11.0,14.0,0.21167621776504297,0.26400121780832375,877.4953286683652,0,0,324
CallahanForRep,CallahanForRep,,5,0,5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0,260
GHDebats,GHDebats,,0,4,4,0.0,4.0,4.0,14.0,0.21780721118469462,0.2787338412338407,0.0,0,0,5792
SandyFuhrmann,SandyFuhrmann,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5793
katylab55,katylab55,,0,1,1,0.0,1.0,1.0,14.0,0.2089657606777268,0.2558091308091301,0.0,0,0,5794
olafkoppe,olafkoppe,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,86,84,5795
Boofyre,Boofyre,,0,5,5,0.0,5.0,5.0,13.0,0.25180774138664397,0.3304907367407371,0.0,0,0,5796
Fishliquid,Fishliquid,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5797
mathers_georgia,mathers_georgia,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,5798
xainathon,xainathon,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5799
LynnRichterBlog,LynnRichterBlog,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5800
beverlyhuff11,beverlyhuff11,,0,1,1,0.0,1.0,1.0,14.0,0.19979750253121836,0.23989857739857692,0.0,0,0,5801
dieseldavies,dieseldavies,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5802
MAXEDADDY,MAXEDADDY,,0,2,2,0.0,3.0,3.0,13.0,0.2483221476510067,0.3238264832014835,0.0,0,0,5803
PaxNostrum,PaxNostrum,,0,4,4,0.0,4.0,4.0,13.0,0.2467802243456585,0.3229886835947444,0.0,0,0,5804
alexandermasud,alexandermasud,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5805
larus_minutus,larus_minutus,,0,2,2,0.0,3.0,3.0,13.0,0.2462624584717608,0.3207227848037294,0.0,0,0,5806
Fico84,Fico84,,0,1,1,0.0,1.0,1.0,14.0,0.2089657606777268,0.2558091308091301,0.0,0,0,5807
markiguess,markiguess,,0,3,3,0.0,3.0,3.0,14.0,0.21356421356421357,0.2676334551334544,0.0,0,0,5808
GlitterAttitude,GlitterAttitude,,0,5,5,0.0,6.0,6.0,13.0,0.24666666666666667,0.32365756428256454,0.0,0,0,5809
FleurDeLeeArt,FleurDeLeeArt,,0,7,7,0.0,8.0,8.0,14.0,0.21441506700470844,0.2727512961887955,0.0,0,0,5810
omsweetaum,omsweetaum,,0,1,1,0.0,1.0,1.0,14.0,0.2089657606777268,0.2558091308091301,0.0,0,0,5811
BernItUpTV,BernItUpTV,,0,11,11,0.0,16.0,16.0,13.0,0.25535561268209084,0.34054896445836097,0.0,0,0,5812
AraknebabeP,AraknebabeP,,0,1,1,0.0,1.0,1.0,14.0,0.2089657606777268,0.2558091308091301,0.0,0,0,5813
Revolution41157,Revolution41157,,0,3,3,0.0,3.0,3.0,13.0,0.2468723936613845,0.32309450121950156,0.0,0,0,5814
nineinchnerd,nineinchnerd,,0,1,1,0.0,1.0,1.0,14.0,0.2089657606777268,0.2558091308091301,0.0,0,0,5815
FutureBuckNasty,FutureBuckNasty,,0,1,1,0.0,1.0,1.0,14.0,0.2089657606777268,0.2558091308091301,0.0,0,0,5816
jimmy_dore,jimmy_dore,,0,4,4,0.0,4.0,4.0,13.0,0.251380042462845,0.32894231331731366,0.0,0,0,5817
brandonnhill85,brandonnhill85,,0,1,1,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0,0,5818
danibobanny,danibobanny,,0,5,5,0.0,7.0,7.0,13.0,0.25148683092608326,0.3297869079119083,0.0,0,0,5819
nc4everblessed,nc4everblessed,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5820
ReallyWokeNigga,ReallyWokeNigga,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5821
WafflesQuadrant,WafflesQuadrant,,0,1,1,0.0,3.0,3.0,16.0,0.1493064312736444,0.167871887403138,0.0,0,0,5822
aMerrickan_,aMerrickan_,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5823
leonhardtmindy,leonhardtmindy,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5824
WakeTheF_UP,WakeTheF_UP,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5825
virgule88,virgule88,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5826
Goeyvaerts12,Goeyvaerts12,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5827
cynthia_gail,cynthia_gail,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5828
awb1389,awb1389,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5829
PamMaccabee,PamMaccabee,,0,2,2,0.0,2.0,2.0,14.0,0.2076464398456682,0.25529835217335145,0.0,0,0,5830
AlbertogomezGo5,AlbertogomezGo5,,0,1,1,0.0,1.0,1.0,15.0,0.17698056801195813,0.20813848782598834,0.0,0,0,5831
VeeHeartrush_ox,VeeHeartrush_ox,,0,1,1,0.0,1.0,1.0,15.0,0.1725740848343986,0.20008839832072223,0.0,0,0,5832
MOVEprofPHD,MOVEprofPHD,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5833
itsShamsFault,itsShamsFault,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5834
LaFarrellM,LaFarrellM,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5835
sdavidh,sdavidh,,0,1,1,0.0,1.0,1.0,14.0,0.20793818054092025,0.2545784358284352,0.0,0,0,5836
2dialogue,2dialogue,,0,3,3,0.0,3.0,3.0,14.0,0.21317969031328773,0.2660649223149217,0.0,0,0,5837
notshillordrump,notshillordrump,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5838
LowPayIsNotOK,LowPayIsNotOK,,0,2,2,0.0,3.0,3.0,13.0,0.24728487886382622,0.3229818886068889,0.0,0,0,5839
Hillary2016MN,Hillary2016MN,,0,1,1,0.0,1.0,1.0,14.0,0.19979750253121836,0.23989857739857692,0.0,0,0,5840
lowetze1,lowetze1,,0,5,5,0.0,7.0,7.0,13.0,0.24915824915824916,0.3276271588771592,0.0,0,0,5841
JazzysNowATwit,JazzysNowATwit,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5842
CeceliaLorraine,CeceliaLorraine,,0,6,6,0.0,6.0,6.0,13.0,0.24697538589904047,0.3250652219402222,0.0,0,0,5843
michael35225062,michael35225062,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5844
JayneLoganMxxx,JayneLoganMxxx,,0,4,4,0.0,5.0,5.0,13.0,0.2501056189269117,0.32725312412812446,0.0,0,0,5845
sharon_elle,sharon_elle,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5847
_Footlocker,_Footlocker,,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,5846
Greatness2you,Greatness2you,,0,1,1,0.0,2.0,2.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,5848
tarintowers,tarintowers,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5849
Kenny_1793,Kenny_1793,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5850
Duck_hk,Duck_hk,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5852
MBretonFontaine,MBretonFontaine,,0,1,1,0.0,1.0,1.0,14.0,0.2039972432804962,0.24836865461865398,0.0,0,0,5853
Mr_Kmaida,Mr_Kmaida,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5854
SumerSloan,SumerSloan,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5855
IamSeerious,IamSeerious,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5856
LIZVILLALOBOSS,LIZVILLALOBOSS,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5857
schwingcat,schwingcat,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5858
CoffeePlease242,CoffeePlease242,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5859
4ndres_Ram1210,4ndres_Ram1210,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5860
Lonelly_Starr,Lonelly_Starr,,0,1,1,0.0,1.0,1.0,14.0,0.20232399179767602,0.2431643431643426,0.0,0,0,5861
wendydoesdishes,wendydoesdishes,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5862
bluzybiker,bluzybiker,,0,8,8,0.0,9.0,9.0,13.0,0.24968474148802017,0.3303119159179769,0.0,0,0,5864
CNewsJunkie,CNewsJunkie,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5865
Sylentword,Sylentword,,0,1,1,0.0,1.0,1.0,14.0,0.2072103605180259,0.2526640214140207,0.0,0,0,5866
MarkRus29015618,MarkRus29015618,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5867
RobBeane,RobBeane,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5868
TheKid0331,TheKid0331,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5869
kassandranep,kassandranep,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5870
dreamfalltiger,dreamfalltiger,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5871
onthetracksjen,onthetracksjen,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5872
MrFoPow,MrFoPow,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,90,88,5874
JohnInFirestone,JohnInFirestone,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,90,88,5873
IUHoops2005,IUHoops2005,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5875
travlyngirl,travlyngirl,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5876
DanielMicah,DanielMicah,,1,5,6,1.0,12.0,13.0,13.0,0.24873949579831933,0.3279931498681503,0.7380952380952381,0,0,819
EvoLancerIX,EvoLancerIX,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5877
ambinc1,ambinc1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5878
Lazerwolf909,Lazerwolf909,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5879
iowemysoul,iowemysoul,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5880
uscityplanner,uscityplanner,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5881
MattZelinsky,MattZelinsky,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5882
vladliebot,vladliebot,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5883
OneOnlyMsShaSha,OneOnlyMsShaSha,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5884
TheCarlWeathers,TheCarlWeathers,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5885
RPG_Herb,RPG_Herb,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5886
CaptYonah,CaptYonah,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5887
katiearle,katiearle,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5888
B_in_DC,B_in_DC,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5889
melaniezoey,melaniezoey,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5890
phxhd,phxhd,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5891
EmmaHouxbois,EmmaHouxbois,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5892
ToniMZ81,ToniMZ81,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5893
idkcammiie,idkcammiie,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5894
GayPatriot,GayPatriot,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5895
UnitaryPatent,UnitaryPatent,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5896
varadmehta,varadmehta,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5897
ScrtNrdPrincess,ScrtNrdPrincess,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5898
AngieinWAState,AngieinWAState,,0,3,3,0.0,3.0,3.0,14.0,0.2111071555713777,0.26183804016856227,0.0,0,0,5899
Lucjfer_Cry,Lucjfer_Cry,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5900
Elana_Brooklyn,Elana_Brooklyn,,0,1,1,0.0,1.0,1.0,15.0,0.1721835075493612,0.19929155068278237,0.0,0,0,5901
AnetaMolenda,AnetaMolenda,,4,2,6,4.0,2.0,6.0,14.0,0.2076464398456682,0.25529835217335145,592.7499999999999,0,0,1468
pppatticake,pppatticake,,0,3,3,0.0,3.0,3.0,14.0,0.2099290780141844,0.2593845812595806,0.0,0,0,5902
amloveskiba,amloveskiba,,0,4,4,0.0,4.0,4.0,13.0,0.2468723936613845,0.3236575642825646,0.0,0,0,5903
Leslie_ness,Leslie_ness,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5904
memeactivist,memeactivist,,0,2,2,0.0,2.0,2.0,15.0,0.17277486910994763,0.20143519966752357,0.0,0,0,5905
thebronxblogger,thebronxblogger,,0,1,1,0.0,1.0,1.0,14.0,0.19952814290529153,0.23911028911028873,0.0,0,0,5906
laklou,laklou,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,66,65,5907
PlataneInd,PlataneInd,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5908
HLKiser2,HLKiser2,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5909
BrantlyMillegan,BrantlyMillegan,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5910
teriyadisauce,teriyadisauce,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,17,0,5911
T3Doc,T3Doc,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,5912
dee_lunche,dee_lunche,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5913
SeeTac7,SeeTac7,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5914
josh1744,josh1744,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5915
katben2005,katben2005,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,5916
TheRealKlauss,TheRealKlauss,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5917
DEMsAreBigots,DEMsAreBigots,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,5918
sceldib,sceldib,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,0,0,5919
RuthSorbello,RuthSorbello,,0,3,3,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0,0,5920
