id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum
uamuzik,uamuzik,,0,1,1,0.0,1.0,1.0,2.0,0.5714285714285714,0.625,0.0,0,0,611
aidole,aidole,,0,4,4,0.0,4.0,4.0,14.0,0.20903954802259886,0.25960578460578404,0.0,0,0,612
mattalley413,mattalley413,,30,18,48,34.0,38.0,72.0,13.0,0.257404181184669,0.35305461599877896,68063.06101508177,0,0,324
Triszam,Triszam,,0,13,13,0.0,22.0,22.0,13.0,0.25450643776824033,0.3419907523617479,0.0,0,0,613
1shipman,1shipman,,0,1,1,0.0,1.0,1.0,16.0,0.14594594594594595,0.1627739007158204,0.0,0,0,614
CARLCOLSTON1,CARLCOLSTON1,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,616
knxpete,knxpete,,26,0,26,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0,0,615
conlimonisal,conlimonisal,,0,53,53,0.0,136.0,136.0,13.0,0.273891175125743,0.40130859680108505,0.0,0,0,621
Nicky_Burger,Nicky_Burger,,0,1,1,0.0,1.0,1.0,16.0,0.14594594594594595,0.1627739007158204,0.0,0,0,622
alisonhgoh,alisonhgoh,,0,3,3,0.0,7.0,7.0,13.0,0.24915824915824916,0.3252542502542506,0.0,0,0,623
dmsjr1978,dmsjr1978,,0,8,8,0.0,10.0,10.0,13.0,0.25550280535174796,0.3419852669852676,0.0,0,0,624
silvesternyamon,silvesternyamon,,0,1,1,0.0,1.0,1.0,15.0,0.17360703812316716,0.20157277032277102,0.0,0,0,625
CaliforniaLabor,CaliforniaLabor,,108,4,112,123.0,5.0,128.0,14.0,0.20972320794889993,0.2598798738392641,35134.43935191742,0,0,324
viclyn529,viclyn529,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,626
CiaranDeFaoite,CiaranDeFaoite,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,627
sigeldan,sigeldan,,0,15,15,0.0,26.0,26.0,13.0,0.26681318681318683,0.3622743264423667,0.0,0,0,628
Jewell2221,Jewell2221,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,629
DigitizingStl,DigitizingStl,,0,6,6,0.0,10.0,10.0,14.0,0.2111032531824611,0.2638924076109999,0.0,0,0,635
eee_eff,eee_eff,,1,5,6,1.0,5.0,6.0,13.0,0.24698042482299043,0.3242359944720824,127.43415356573253,0,0,634
hollabigdave,hollabigdave,,0,1,1,0.0,1.0,1.0,15.0,0.17422012948793408,0.20227056633306695,0.0,0,0,636
CJ_DCLABOR,CJ_DCLABOR,,29,2,31,31.0,2.0,33.0,14.0,0.2106200997861725,0.26018605384087545,10815.354525828778,0,0,324
trade_food,trade_food,,0,1,1,0.0,2.0,2.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,637
DiaryHOH89,DiaryHOH89,,0,1,1,0.0,1.0,1.0,14.0,0.2020442930153322,0.2424451227992537,0.0,0,0,638
ms1brinker,ms1brinker,,0,4,4,0.0,4.0,4.0,5.0,0.45,0.6425925925925926,0.0,17,0,641
twitt3rpoll,twitt3rpoll,,41,1,42,41.0,1.0,42.0,0.0,0.0,0.0,0.0,17,0,126
Hollentour,Hollentour,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,642
davhalter,davhalter,,0,2,2,0.0,5.0,5.0,13.0,0.11977378307412644,0.13552851027555993,0.0,17,0,643
dissident641,dissident641,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,644
DianeSweet,DianeSweet,,0,9,9,0.0,13.0,13.0,13.0,0.26067811536767943,0.3501416376416382,0.0,0,0,645
upwithmike,upwithmike,,0,3,3,0.0,4.0,4.0,14.0,0.21037868162692847,0.2609499296999291,0.0,0,0,652
andychicks,andychicks,,0,2,2,0.0,2.0,2.0,2.0,0.5833333333333334,0.6428571428571429,0.0,17,0,653
chadfelixg,chadfelixg,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,654
dogstar7tweets,dogstar7tweets,,0,19,19,0.0,34.0,34.0,13.0,0.2586655112651646,0.3527926010338076,0.0,0,0,660
rickeybolin,rickeybolin,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,661
wavesofeuphoria,wavesofeuphoria,,0,8,8,0.0,14.0,14.0,13.0,0.24884599244649602,0.33050356052042434,0.0,0,0,662
FoundersGirl,FoundersGirl,,10,4,14,10.0,4.0,14.0,4.0,0.5384615384615384,0.7261904761904762,238.0,17,0,640
chuddles11,chuddles11,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,0,0,663
j00ma,j00ma,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,665
greg_doucette,greg_doucette,,12,0,12,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,664
Brentano_only,Brentano_only,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,666
RaghuAiyar,RaghuAiyar,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,667
BunnySlope,BunnySlope,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,668
GingerMBurnett,GingerMBurnett,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,669
MarkRuffalo,MarkRuffalo,,622,0,622,622.0,0.0,622.0,0.0,0.0,0.0,0.0,0,0,16
ElaineSowersby,ElaineSowersby,,0,16,16,0.0,33.0,33.0,12.0,0.27205882352941174,0.3556275228150236,0.0,0,0,670
malcom_phil,malcom_phil,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,671
pinkyprancy,pinkyprancy,,0,2,2,0.0,2.0,2.0,13.0,0.2462624584717608,0.3207227848037294,0.0,0,0,672
Nollypuig,Nollypuig,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,673
Pallaweee,Pallaweee,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,674
LaurenCruel,LaurenCruel,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,675
WinProgressive,WinProgressive,,0,1,1,0.0,1.0,1.0,14.0,0.20534165799514395,0.24937412437412365,0.0,0,0,676
continentaldrop,continentaldrop,,0,4,4,0.0,4.0,4.0,14.0,0.21233859397417504,0.2668411449661443,0.0,0,0,677
AmyMTraub,AmyMTraub,,21,1,22,22.0,1.0,23.0,14.0,0.20780590717299577,0.25444517881066037,7034.471484426829,0,0,324
Crooow1,Crooow1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,678
LadnerDladner,LadnerDladner,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,679
lonestarmango,lonestarmango,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,680
clairesnyderhal,clairesnyderhal,,2,13,15,2.0,30.0,32.0,13.0,0.25375053579082724,0.33955605205605244,3.7753357753357752,0,0,681
JimbolandJots,JimbolandJots,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,682
carocarocjdl,carocarocjdl,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,683
kadenyap,kadenyap,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,684
Deplorable_Ed,Deplorable_Ed,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,685
PattiBerry31666,PattiBerry31666,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,686
AlegnaXXV,AlegnaXXV,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,687
MullenPmullen,MullenPmullen,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,688
JTStover,JTStover,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,689
eeners,eeners,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,690
aurora_g96,aurora_g96,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,691
aldaelectrician,aldaelectrician,,0,5,5,0.0,6.0,6.0,13.0,0.2494732406236831,0.32804945617445647,0.0,0,0,692
Britpoptarts,Britpoptarts,,0,2,2,0.0,2.0,2.0,14.0,0.2094833687190375,0.2590145683895677,0.0,0,0,693
unitehere,unitehere,,46,3,49,53.0,3.0,56.0,14.0,0.19812269527321488,0.23731521345734505,8082.669561593096,0,0,324
Tmkerry204,Tmkerry204,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,694
BBoyer1969,BBoyer1969,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,695
AriDavidUSA,AriDavidUSA,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,696
jrbixby,jrbixby,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,697
mk_wigginton,mk_wigginton,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,698
yinyoung,yinyoung,,0,1,1,0.0,1.0,1.0,15.0,0.1674169949352842,0.19082854587056347,0.0,91,0,701
n_takekawa,n_takekawa,,4,1,5,4.0,1.0,5.0,14.0,0.20074349442379183,0.24017308916298763,1188.0,91,0,700
grannie12001,grannie12001,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,702
_TeamFlores,_TeamFlores,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,703
Zoor,Zoor,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,0,0,704
lorizellmill,lorizellmill,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,705
3labsandaguy,3labsandaguy,,0,4,4,0.0,4.0,4.0,14.0,0.20706540748513466,0.25299381549381483,0.0,0,0,706
msgoddessrises,msgoddessrises,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,707
Mysticeagle1,Mysticeagle1,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,708
Lonestarmomcom,Lonestarmomcom,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,709
BanditGolf,BanditGolf,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,710
mikehighleysr,mikehighleysr,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,711
TexasLiberty15,TexasLiberty15,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,712
SteegVan,SteegVan,,0,4,4,0.0,5.0,5.0,14.0,0.19912693082605776,0.2410117332545658,0.0,0,0,714
LizWarren_2020,LizWarren_2020,,11,0,11,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,713
r0ma_invicta,r0ma_invicta,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,715
NataFerreira25,NataFerreira25,,0,3,3,0.0,4.0,4.0,14.0,0.21590080233406272,0.27332843582843513,0.0,0,0,716
AJOnlyBetter,AJOnlyBetter,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,717
Dremz_R_Free,Dremz_R_Free,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,718
ChrisJZullo,ChrisJZullo,,545,1,546,651.0,2.0,653.0,0.0,0.0,0.0,0.0,0,0,32
Zimmshady,Zimmshady,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,719
apoet4justice,apoet4justice,,0,3,3,0.0,3.0,3.0,14.0,0.2097457627118644,0.25980993379983214,0.0,0,0,721
laRossa05,laRossa05,,0,4,4,0.0,4.0,4.0,13.0,0.2502106149957877,0.32986298213570975,0.0,0,0,723
AFSCMEMN5,AFSCMEMN5,,12,5,17,13.0,7.0,20.0,14.0,0.20590277777777777,0.25178423787192705,1926.8891516653277,0,0,720
so_a_honeybee,so_a_honeybee,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,725
DannyNSFL,DannyNSFL,,8,0,8,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0,724
5QU1RR3LZ,5QU1RR3LZ,,0,3,3,0.0,4.0,4.0,15.0,0.17673179396092362,0.21011028799973594,0.0,0,0,729
HymieDoucheman,HymieDoucheman,,4,0,4,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,728
MtthewRubiin,MtthewRubiin,,2,3,5,2.0,5.0,7.0,13.0,0.2476948868398994,0.3247974247974251,5.410317460317461,0,0,324
DavidApsens,DavidApsens,,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,17,0,731
frolz12,frolz12,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,732
ensignbay,ensignbay,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,733
GarionCoyote,GarionCoyote,,0,4,4,0.0,5.0,5.0,13.0,0.24667774086378738,0.3227080999808275,0.0,0,0,734
KeyKristy,KeyKristy,,0,20,20,0.0,85.0,85.0,13.0,0.2651141961486789,0.36669569169569216,0.0,0,0,735
girlmoving,girlmoving,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,736
burnodo,burnodo,,0,43,43,0.0,103.0,103.0,13.0,0.2738532110091743,0.39581325988361216,0.0,0,0,740
peterdrysdale1,peterdrysdale1,,0,7,7,0.0,7.0,7.0,2.0,0.7692307692307693,0.85,0.0,17,0,743
bravospur,bravospur,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,744
FightFor15WI,FightFor15WI,,34,22,56,44.0,66.0,110.0,13.0,0.2585301837270341,0.35779234865529347,3146.356365135989,0,0,324
4evrstardancer,4evrstardancer,,0,28,28,0.0,47.0,47.0,13.0,0.2602018429135586,0.3603531282283397,0.0,0,0,745
BlgaethGaeth,BlgaethGaeth,,0,10,10,0.0,11.0,11.0,2.0,0.7083333333333334,0.7941176470588235,0.0,17,0,749
dime85sg,dime85sg,,0,1,1,0.0,1.0,1.0,15.0,0.17411764705882352,0.2028195528195534,0.0,0,0,750
bradlander,bradlander,,73,4,77,86.0,5.0,91.0,14.0,0.21047008547008547,0.261805584902031,53657.7210458885,0,0,324
mjkirtley,mjkirtley,,0,6,6,0.0,6.0,6.0,14.0,0.20496894409937888,0.2541261114493432,0.0,0,0,751
lizcaissie,lizcaissie,,0,2,2,0.0,2.0,2.0,14.0,0.20808435852372584,0.25570456195456126,0.0,0,0,752
RevDrBarber,RevDrBarber,,1169,0,1169,1171.0,0.0,1171.0,0.0,0.0,0.0,0.0,0,0,65
mariluna329,mariluna329,,0,8,8,0.0,15.0,15.0,13.0,0.2505272037115141,0.3318551257945201,0.0,0,0,753
txjean2014,txjean2014,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,754
MinnePuffin,MinnePuffin,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,755
MaximusAthos,MaximusAthos,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,757
ILoveBernie1,ILoveBernie1,,18,0,18,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0,0,756
bdaraio,bdaraio,,0,9,9,0.0,13.0,13.0,13.0,0.24968367777309153,0.3318782850032853,0.0,0,0,758
behling430,behling430,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,759
DiveConLFP,DiveConLFP,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,760
ThorsteinnArnar,ThorsteinnArnar,,0,9,9,0.0,11.0,11.0,13.0,0.2396928051738076,0.3090227928339227,0.0,0,0,761
mijo188,mijo188,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,91,0,762
_ButtahCup,_ButtahCup,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6,6,764
TLC_1957,TLC_1957,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,6,763
M87Nose,M87Nose,,0,8,8,0.0,12.0,12.0,14.0,0.21480406386066764,0.27569330069330017,0.0,0,0,765
BrittyGetzBusi,BrittyGetzBusi,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,766
tyajyo,tyajyo,,0,1,1,0.0,1.0,1.0,14.0,0.20094562647754138,0.2406097730467473,0.0,91,0,767
aequitas1500,aequitas1500,,83,9,92,95.0,15.0,110.0,13.0,0.2510566356720203,0.33209963437236206,46801.61266788767,91,0,700
TedParsons,TedParsons,,0,1,1,0.0,1.0,1.0,14.0,0.19759679572763686,0.23514069451569414,0.0,0,0,768
CWAUnion,CWAUnion,,65,2,67,73.0,3.0,76.0,13.0,0.24584026622296173,0.3201160937201549,12365.020741582406,0,0,324
TWU250A,TWU250A,,0,6,6,0.0,12.0,12.0,13.0,0.2536418166238218,0.3347981691731696,0.0,0,0,769
Suze4obama,Suze4obama,,0,3,3,0.0,6.0,6.0,14.0,0.20757363253856942,0.2553627022377016,0.0,0,0,770
sayaka1789,sayaka1789,,0,1,1,0.0,4.0,4.0,1.0,1.0,1.0,0.0,91,0,771
steve78333,steve78333,,0,10,10,0.0,12.0,12.0,14.0,0.21713658000732333,0.281777010697752,0.0,0,0,773
dadz1949z,dadz1949z,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,775
mldy1988,mldy1988,,0,10,10,0.0,12.0,12.0,13.0,0.25396825396825395,0.3381202412452416,0.0,0,0,776
SteveLeeSr,SteveLeeSr,,0,2,2,0.0,4.0,4.0,13.0,0.2483221476510067,0.3238264832014835,0.0,0,0,777
Billstannard1,Billstannard1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,778
lacyepstein,lacyepstein,,0,9,9,0.0,10.0,10.0,13.0,0.25407725321888414,0.3405494561744567,0.0,0,0,779
MrIJ1,MrIJ1,,0,1,1,0.0,1.0,1.0,15.0,0.17224323537969158,0.19943111974362043,0.0,0,0,780
OurRevolution2,OurRevolution2,,136,2,138,191.0,2.0,193.0,14.0,0.20773286467486818,0.25553292355322743,36510.060687381105,0,0,324
KeyKoTooCool,KeyKoTooCool,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,781
BitcoinBuddhist,BitcoinBuddhist,,0,4,4,0.0,7.0,7.0,13.0,0.25031712473572937,0.3289222039222042,0.0,0,0,782
heibulld,heibulld,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,91,0,783
Jam1p,Jam1p,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,784
victory1261,victory1261,,0,7,7,0.0,8.0,8.0,14.0,0.20754716981132076,0.25854730753720584,0.0,0,0,787
lcpinco,lcpinco,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,788
sc1199,sc1199,,0,106,106,0.0,202.0,202.0,12.0,0.3056968463886063,0.4634744761616641,0.0,0,0,795
HeathersCheddar,HeathersCheddar,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,796
YurusanaiAbe,YurusanaiAbe,,0,8,8,0.0,19.0,19.0,13.0,0.24853801169590642,0.3292525681601315,0.0,91,0,797
Chi2SoCal2LV,Chi2SoCal2LV,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,798
paulguy6,paulguy6,,0,3,3,0.0,5.0,5.0,13.0,0.2493681550126369,0.3265291859041861,0.0,0,0,799
btmup1500,btmup1500,,0,3,3,0.0,5.0,5.0,14.0,0.20114942528735633,0.24257055736047278,0.0,91,0,800
nogutiti,nogutiti,,0,1,1,0.0,2.0,2.0,14.0,0.20094562647754138,0.2406097730467473,0.0,91,0,801
CrypticStranger,CrypticStranger,,0,4,4,0.0,4.0,4.0,13.0,0.2494741270509045,0.32710277356145856,0.0,0,0,802
ThomBijenhof,ThomBijenhof,,0,2,2,0.0,3.0,3.0,14.0,0.20771929824561403,0.2554391179391173,0.0,0,0,803
uberyacht,uberyacht,,0,14,14,0.0,16.0,16.0,13.0,0.2519983172065629,0.33798877805555655,0.0,0,0,807
GisellaGsba,GisellaGsba,,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,806
CanuckJacq,CanuckJacq,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,808
BGilroy,BGilroy,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,809
losowsky,losowsky,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,810
ElemPeng,ElemPeng,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,811
SuzanEraslan,SuzanEraslan,,1,1,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0,812
nate37716,nate37716,,0,7,7,0.0,9.0,9.0,13.0,0.25,0.32913938538938564,0.0,0,0,813
ranchdancer,ranchdancer,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,814
erikgrim,erikgrim,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7,7,816
MeyerRon,MeyerRon,,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7,7,815
DJCPI,DJCPI,,0,3,3,0.0,3.0,3.0,13.0,0.24636476942251764,0.32156595512413416,0.0,0,0,817
WoolardLynda,WoolardLynda,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,818
WorkersRule518,WorkersRule518,,0,15,15,0.0,25.0,25.0,13.0,0.2588389349628983,0.3520525848519109,0.0,0,0,820
EchoesErrant,EchoesErrant,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,821
Phibear94,Phibear94,,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,17,0,822
dominique_e_,dominique_e_,,1,1,2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,8,8,823
randycruse,randycruse,,0,1,1,0.0,1.0,1.0,14.0,0.20750087627059235,0.25417222604722534,0.0,0,0,824
Merton_G3,Merton_G3,,0,8,8,0.0,19.0,19.0,13.0,0.25127334465195245,0.3344683750933756,0.0,0,0,825
Will_J_Bryan,Will_J_Bryan,,0,3,3,0.0,3.0,3.0,13.0,0.2488479262672811,0.3252614108674718,0.0,0,0,827
TyboltLannister,TyboltLannister,,0,3,3,0.0,4.0,4.0,13.0,0.24853064651553317,0.3249526093276096,0.0,0,0,828
shiroifune,shiroifune,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,91,0,829
TheOtherMandela,TheOtherMandela,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,830
stateinnovation,stateinnovation,,7,0,7,7.0,0.0,7.0,0.0,0.0,0.0,0.0,17,0,746
Mabukon,Mabukon,,0,6,6,0.0,8.0,8.0,14.0,0.21805054151624548,0.2786793688283746,0.0,0,0,831
1alyssakang,1alyssakang,,286,2,288,294.0,2.0,296.0,13.0,0.2459425717852684,0.320398101616376,71872.32103268262,0,0,324
crossfitnans,crossfitnans,,0,7,7,0.0,8.0,8.0,13.0,0.23591965340685309,0.29802534694020505,0.0,0,0,832
merr1dew,merr1dew,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9,9,834
DrLeighMJohnson,DrLeighMJohnson,,8,0,8,8.0,0.0,8.0,0.0,0.0,0.0,0.0,9,9,833
1911G_fan,1911G_fan,,0,2,2,0.0,2.0,2.0,3.0,0.5714285714285714,0.7083333333333333,0.0,17,0,836
piyocomameco,piyocomameco,,0,1,1,0.0,1.0,1.0,14.0,0.20094562647754138,0.2406097730467473,0.0,91,0,837
applegrEEn_55,applegrEEn_55,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,91,0,838
ChiariGirl357,ChiariGirl357,,0,6,6,0.0,6.0,6.0,13.0,0.2501052631578947,0.3289290395351005,0.0,0,0,840
asagakuruyo,asagakuruyo,,0,2,2,0.0,2.0,2.0,15.0,0.17339181286549707,0.20211215615937436,0.0,91,0,841
EyeGloArts,EyeGloArts,,0,1,1,0.0,1.0,1.0,13.0,0.24594931449937682,0.31957535707535734,0.0,0,0,842
staylo03,staylo03,,0,1,1,0.0,1.0,1.0,15.0,0.17698056801195813,0.20813848782598834,0.0,0,0,843
Julie32BJ,Julie32BJ,,0,8,8,0.0,9.0,9.0,13.0,0.2549526270456503,0.3397531241281245,0.0,0,0,844
10NewsRBianco,10NewsRBianco,,40,0,40,57.0,0.0,57.0,0.0,0.0,0.0,0.0,0,0,400
DevanCheaves,DevanCheaves,,0,2,2,0.0,2.0,2.0,14.0,0.20771929824561403,0.25541096478596415,0.0,0,0,845
mesquitepenny,mesquitepenny,,0,9,9,0.0,11.0,11.0,14.0,0.2110320284697509,0.26666418647868834,0.0,0,0,846
ReelectBernie,ReelectBernie,,112,0,112,164.0,0.0,164.0,0.0,0.0,0.0,0.0,0,0,363
davidneyskens,davidneyskens,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,847
InsanityIsFree,InsanityIsFree,,40,1,41,75.0,8.0,83.0,0.0,0.0,0.0,0.0,17,0,121
32BJSEIU,32BJSEIU,,325,30,355,472.0,42.0,514.0,13.0,0.26645626690712354,0.37450735953274095,406185.9900419133,0,0,324
BernieVolunteer,BernieVolunteer,,0,5,5,0.0,6.0,6.0,13.0,0.25031712473572937,0.3283792502542505,0.0,0,0,848
DaveDoom2008,DaveDoom2008,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,849
FairWitness1,FairWitness1,,0,3,3,0.0,5.0,5.0,14.0,0.2112375533428165,0.2619584026149676,0.0,0,0,850
RebootDNC,RebootDNC,,54,0,54,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,459
LiveFreedomOrDi,LiveFreedomOrDi,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,851
GoodToKnowCMTY,GoodToKnowCMTY,,0,4,4,0.0,4.0,4.0,13.0,0.24780610112829085,0.32550074995268957,0.0,0,0,852
MollyMark1,MollyMark1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,853
JWSiudzinski,JWSiudzinski,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,854
Revisann,Revisann,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,855
tatuyawada07212,tatuyawada07212,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,91,0,856
ouachitaways,ouachitaways,,0,1,1,0.0,1.0,1.0,2.0,0.6666666666666666,0.75,0.0,0,0,857
rmnixon1968,rmnixon1968,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,0,858
LailaUSA1,LailaUSA1,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2,2,859
GazNorris15,GazNorris15,,0,6,6,0.0,10.0,10.0,14.0,0.21505763688760807,0.2724909559080407,0.0,0,0,862
McgriffVera,McgriffVera,,0,1,1,0.0,2.0,2.0,2.0,0.6666666666666666,0.75,0.0,0,0,863
jillian4council,jillian4council,,61,1,62,65.0,1.0,66.0,1.0,1.0,1.0,44.519047619047626,0,0,75
whyI2065,whyI2065,,0,1,1,0.0,2.0,2.0,1.0,1.0,1.0,0.0,91,0,864
allan_crawshaw,allan_crawshaw,,0,3,3,0.0,3.0,3.0,13.0,0.2466722129783694,0.32226859705780475,0.0,0,0,865
junichi_nb,junichi_nb,,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,91,0,866
